First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-113429,R-HSA-112153,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112153"",""RNA Polymerase III Simple Start Sequence Initiation At Type 1 Promoters"")","Geiduschek, EP"
R-HSA-113429,R-HSA-112155,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112155"",""RNA Polymerase III Simple Start Sequence Initiation At Type 2 Promoters"")","Geiduschek, EP"
R-HSA-113429,R-HSA-112156,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112156"",""RNA Polymerase III Simple Start Sequence Initiation At Type 3 Promoters"")","Geiduschek, EP"
R-HSA-113442,R-HSA-113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113442,R-HSA-113705,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113442,R-HSA-113449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP"
R-HSA-113442,R-HSA-113454,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","Geiduschek, EP"
R-HSA-113442,R-HSA-113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP"
R-HSA-113446,R-HSA-113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113446,R-HSA-113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113446,R-HSA-113449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP"
R-HSA-113446,R-HSA-113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP"
R-HSA-113449,R-HSA-113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113449,R-HSA-113454,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","Geiduschek, EP"
R-HSA-113451,R-HSA-113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113451,R-HSA-113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113451,R-HSA-113449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP"
R-HSA-113451,R-HSA-113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP"
R-HSA-113454,R-HSA-83805,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83805"",""Recruitment of RNA Polymerase III to the TFIIIB:TFIIIC: Type 2 Promoter Complex"")",
R-HSA-113454,R-HSA-83803,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83803"",""Recruitment of RNA Polymerase III to TFIIIB:SNAPc:Type 3 Promoter Complex"")","Hernandez, N"
R-HSA-113454,R-HSA-76056,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-76056"",""Recruitment of  RNA polymerase III to TFIIIB:TFIIIC:TFIIIA:Type 1 Promoter Complex"")","Hernandez, N"
R-HSA-113705,R-HSA-113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113705,R-HSA-113705,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-113705,R-HSA-113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP"
R-HSA-1484099,R-HSA-8865265,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1484099"",""MYC trancscription is negatively regulated by SMAD2/3:SMAD4:RBL1:E2F4/5:DP1/2 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865265"",""TFAP2C homodimer binds MYC and KDM5B"")","Orlic-Milacic, M"
R-HSA-173488,R-HSA-9625510,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173488"",""The SMAD2/3:SMAD4 complex transfers to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625510"",""FOXO1 and p-2S-SMAD2/3:SMAD4 bind MSTN gene promoter"")","Orlic-Milacic, M"
R-HSA-173488,R-HSA-9625749,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173488"",""The SMAD2/3:SMAD4 complex transfers to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625749"",""FOXO1,FOXO3 and SMAD3 bind TRIM63 gene promoter"")","Orlic-Milacic, M"
R-HSA-209055,R-HSA-2187388,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-209055"",""PPM1A dephosphorylates nuclear SMAD2/3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187388"",""PPM1A protein phosphatase binds phosphorylated SMAD2/3"")","Orlic-Milacic, M"
R-HSA-2106591,R-HSA-2106586,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106591"",""WWTR1:SMAD stimulates transcription of SMAD7"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106586"",""WWTR1:SMAD stimulates transcription of SERPINE1 while TGIF:SMAD and SMAD7 inhibit it"")","Orlic-Milacic, M"
R-HSA-2176502,R-HSA-2176491,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176502"",""NEDD4L ubiquitinates SMAD2/3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176491"",""NEDD4L binds phosphorylated linker region of SMAD2/3"")","Orlic-Milacic, M"
R-HSA-2179276,R-HSA-2179274,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179276"",""SMURF2 monoubiquitinates SMAD3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179274"",""SMURF2 binds SMAD3 phosphorylated in the linker region"")","Orlic-Milacic, M"
R-HSA-2186607,R-HSA-2106586,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186607"",""TGIF recruits HDAC1 to SMAD2/3:SMAD4 heterotrimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106586"",""WWTR1:SMAD stimulates transcription of SERPINE1 while TGIF:SMAD and SMAD7 inhibit it"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-9617996,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9617996"",""FOXO1,FOXO3,FOXO4 bind p-2S-SMAD2/3:SMAD4"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-9625510,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625510"",""FOXO1 and p-2S-SMAD2/3:SMAD4 bind MSTN gene promoter"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-9625749,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625749"",""FOXO1,FOXO3 and SMAD3 bind TRIM63 gene promoter"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-382096,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-382096"",""Formation of NR-NCOR Corepressor Complex"")","Caudy, M"
R-HSA-2186747,R-HSA-350058,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350058"",""Formation of CSL NCOR corepressor complex"")","Caudy, M"
R-HSA-2186747,R-HSA-2187388,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187388"",""PPM1A protein phosphatase binds phosphorylated SMAD2/3"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-2186741,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186741"",""SMAD2/3 activation induces binding of RNF111/SMURF2 to SKI/SKIL"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-2186607,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186607"",""TGIF recruits HDAC1 to SMAD2/3:SMAD4 heterotrimer"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-173545,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173545"",""Ubiquitin-dependent degradation of the SMAD complex terminates TGF-beta signaling"")","Heldin, CH"
R-HSA-2186747,R-HSA-173481,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173481"",""SKI/SKIL binds SMAD complex, suppressing TGF-beta signaling"")","Heldin, CH"
R-HSA-2186747,R-HSA-870538,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870538"",""TRIM33 (Ectodermin) binds SMAD heterotrimer in the nucleus"")","Williams, MG"
R-HSA-2186747,R-HSA-2187330,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187330"",""PARP1 binds SMAD2/3:SMAD4 heterotrimer"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-2187309,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187309"",""SMAD2/3:SMAD4 heterotrimer binds SP1"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-2186643,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186643"",""MEN1 binds SMAD2/3:SMAD4 heterotrimer"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-2127257,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2127257"",""SMAD2/3:SMAD4 heterotrimer forms a complex with RBL1, E2F4/5 and DP1/2"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-2176475,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176475"",""Phosphorylation of SMAD2 and SMAD3 linker regions by CDK8 or CDK9"")","Orlic-Milacic, M"
R-HSA-2186747,R-HSA-2187293,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187293"",""SMAD2/3:SMAD4 complex positively regulates JUNB transcription"")","Orlic-Milacic, M"
R-HSA-2186785,R-HSA-2186771,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186785"",""RNF111 ubiquitinates SMAD7"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186771"",""RNF111 binds SMAD7"")","Orlic-Milacic, M"
R-HSA-2187325,R-HSA-2187330,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187325"",""PARP1 ADP-ribosylates SMAD3 and SMAD4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187330"",""PARP1 binds SMAD2/3:SMAD4 heterotrimer"")","Orlic-Milacic, M"
R-HSA-3215295,R-HSA-8939706,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939706"",""SCF(SKP2) polyubiquitinates RUNX2"")","Orlic-Milacic, M"
R-HSA-3215295,R-HSA-9008479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M"
R-HSA-3215295,R-HSA-8952382,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M"
R-HSA-3215295,R-HSA-8952419,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M"
R-HSA-3215295,R-HSA-6798373,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M"
R-HSA-3215295,R-HSA-3215310,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","Orlic-Milacic, M"
R-HSA-3215295,R-HSA-6804441,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M"
