First_Reaction,Second_Reaction,Second_Reaction_Author,SBGN_Status,Cyclic?,Expected_Release,Review_Status,Approved/Rejected,Reasons_for_Rejection,Other_Comments
Dissociation of hp-IRAK1/or IRAK2:TRAF6-oligomer from the p-IRAK4 :oligo-Myd88:activated TLR7/8 or 9 complex,IRAK1/or IRAK2 binds to the activated IRAK4 :MyD88:activated TLR 7/8 or 9.,"Shamovsky, V",Different,FALSE,,,Rejected,Release of input components during dissociation of the complex.,
Phosphorylation and release of IRF7 upon TLR7/8 or 9 activation,TRAF6 interacts with IRF7 upon TLR7/8 or 9 activation,"Shamovsky, V",Same,TRUE,,,Rejected,Release of input components during dissociation of the complex.,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,Auto-ubiquitination of TRAF6,"de Bono, B",Different,TRUE,,Completed,Rejected,TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and MyD88 (TLR7-9) pathways,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,TRUE,,,Rejected,E2 ligases in two unrelated pathways,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Same,TRUE,,,Rejected,E2 ligases in two unrelated pathways,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Same,TRUE,,,Rejected,links to itself,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Same,TRUE,,,Rejected,E2 ligases in two unrelated events,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,TRUE,,,Rejected,E2 ligases in two unrelated pathways,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,TRUE,,,Rejected,E2 ligases in two unrelated pathways,
TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,TRUE,,Completed,Rejected,TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and MyD88 (TLR7-9) pathways,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,Auto-ubiquitination of TRAF6,"de Bono, B",Different,TRUE,,Completed,Rejected,TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and MyD88 (TLR7-9) pathways,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Same,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Same,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Same,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,TRUE,,,,,
Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,TRUE,,Completed,Rejected,TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and MyD88 (TLR7-9) pathways,
Dissociation of hp-IRAK1:TRAF6 or IRAK2:TRAF6-oligomer from the activated TLR5 or 10:oligo-Myd88:p-IRAK4 complex,IRAK1/or IRAK2 binds to the activated IRAK4 :oligo MyD88:activated TLR5 or 10 complex,"Shamovsky, V",Same,FALSE,,,,,
Factor I inactivates plasma Factor H-bound C3b,Complement factor I binds to extracellular Factor H:C3b,"Jupe, S",Same,TRUE,,,,,
Factor I inactivates plasma Factor H-bound C3b,Factor H binds host cell surface markers,"Jupe, S",Same,FALSE,,,,,
Factor I inactivates plasma Factor H-bound C3b,Complement factor I binds C4BP,"Jupe, S",Same,FALSE,,,,,
Factor I inactivates plasma Factor H-bound C3b,Factor H binds to C3b,"Jupe, S",Same,FALSE,,,,,
Factor I inactivates plasma Factor H-bound C3b,"Complement factor I binds to MCP, CR1:C4b, C3b","Jupe, S",Same,FALSE,,,,,
Factor I inactivates plasma Factor H-bound C3b,Factor I cleaves iC3b,"Shamovsky, V",Same,FALSE,,,,,
Factor I inactivates plasma Factor H-bound C3b,Complement factor I binds to membrane-associated Factor H:C3b,"Jupe, S",Same,FALSE,,,,,
Complement factor I complex formation,Complement factor I binds C4BP,"Jupe, S",Same,FALSE,,,,,
Complement factor I complex formation,"Complement factor I binds to MCP, CR1:C4b, C3b","Jupe, S",Same,FALSE,,,,,
Complement factor I complex formation,Factor I cleaves iC3b,"Shamovsky, V",Same,FALSE,,,,,
Factor H displaces Bb,Complement factor I binds to membrane-associated Factor H:C3b,"Jupe, S",Same,FALSE,,,,,
Factor I inactivates MCP/CR1-bound C4b/C3b,Complement factor I binds to extracellular Factor H:C3b,"Jupe, S",Same,FALSE,,,,,
Factor I inactivates MCP/CR1-bound C4b/C3b,Complement factor I binds C4BP,"Jupe, S",Same,FALSE,,,,,
Factor I inactivates MCP/CR1-bound C4b/C3b,"Complement factor I binds to MCP, CR1:C4b, C3b","Jupe, S",Same,TRUE,,,,,
Factor I inactivates MCP/CR1-bound C4b/C3b,Complement factor I binds to membrane-associated Factor H:C3b,"Jupe, S",Same,FALSE,,,,,
CD55 (DAF) promotes C3bBb/C4bC2a dissociation,Formation of Classical C3 convertase (C4b:C2a complex),"de Bono, B",Same,FALSE,,,,,
Displacement of C2a/Bb by CR1,Formation of Classical C3 convertase (C4b:C2a complex),"de Bono, B",Same,FALSE,,,,,
C3b binds to cell surface,Formation of classic pathway C5 convertase,"de Bono, B",Same,FALSE,,,,,
C3b binds to cell surface,CD46 binds C3b,"Jupe, S",Same,FALSE,,,,,
C3b binds to cell surface,CFHR dimers bind C3b,"Jupe, S",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,Formation of classic pathway C5 convertase,"de Bono, B",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,Formation of Classical C3 convertase (C4b:C2a complex),"de Bono, B",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,Properdin stabilizes C3b:Bb bound to cell surfaces,"de Bono, B",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,C3b binds to cell surface,"Jupe, S",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,Factor B binds to C3(H2O),"de Bono, B",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,CD46 binds C4b,"Jupe, S",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,C4b binding protein binds C4bC2a,"Jupe, S",Same,FALSE,,,,,
C3 convertases spontaneously dissociate,Factor H binds to C3b,"Jupe, S",Same,FALSE,,,,,
Complement factor I inactivates C4BP-bound C4b,C4b binding protein binds Protein S,"Jupe, S",Same,FALSE,,,,,
Complement factor I inactivates C4BP-bound C4b,Complement factor I binds to extracellular Factor H:C3b,"Jupe, S",Same,FALSE,,,,,
Complement factor I inactivates C4BP-bound C4b,C4b binding protein binds C4bC2a,"Jupe, S",Same,FALSE,,,,,
Complement factor I inactivates C4BP-bound C4b,Complement factor I binds C4BP,"Jupe, S",Same,TRUE,,,,,
Complement factor I inactivates C4BP-bound C4b,C4b-binding protein binds C4b,"Jupe, S",Same,FALSE,,,,,
Complement factor I inactivates C4BP-bound C4b,"Complement factor I binds to MCP, CR1:C4b, C3b","Jupe, S",Same,FALSE,,,,,
Complement factor I inactivates C4BP-bound C4b,Factor I cleaves iC3b,"Shamovsky, V",Same,FALSE,,,Rejected,Release of components during dissociation of the complex.,
Complement factor I inactivates C4BP-bound C4b,Complement factor I binds to membrane-associated Factor H:C3b,"Jupe, S",Same,FALSE,,,,,
C4b binding protein displaces C2a,Formation of Classical C3 convertase (C4b:C2a complex),"de Bono, B",Same,FALSE,,,,,
C4b binding protein displaces C2a,Complement factor I binds C4BP,"Jupe, S",Same,FALSE,,,,,
C4b binds to cell surface,CD46 binds C4b,"Jupe, S",Same,FALSE,,,,,
Transport of MHC heterotrimer to ER exit site,Formation of peptide loading complex (PLC),"Garapati, P V",Same,FALSE,,,,,
Transfer of ubiquitin from E1 to E2,Polyubiquitination of substrate,"Garapati, P V",Same,TRUE,,,,,
Dissociation of the Antigenic peptide:MHC:B2M peptide loading complex,Interaction of Erp57 with MHC class I HC,"Garapati, P V",Same,FALSE,,,,,
Dissociation of the Antigenic peptide:MHC:B2M peptide loading complex,Transport of Antigen peptide in to ER,"Garapati, P V",Same,FALSE,,,,,
Dissociation of the Antigenic peptide:MHC:B2M peptide loading complex,Formation of peptide loading complex (PLC),"Garapati, P V",Same,FALSE,,,,,
Dissociation of the Antigenic peptide:MHC:B2M peptide loading complex,"Transport of SEC22B, TAP and PLC from ER to ERGIC","Garapati, P V",Same,FALSE,,,,,
Disassembly of COPII coated vesicle,Recruitment of Sec31p:Sec13p to prebudding complex and formation of COPII vesicle,"Garapati, P V",Same,FALSE,,,Rejected,Release of components during dissociation of the complex.,
Expression of peptide bound class I MHC on cell surface,TCR complex interacts with peptide antigen-presenting MHC Class I,"de Bono, B",Different,FALSE,,,Approved,,
SYK autophosphorylates at the activated BCR,SYK autophosphorylates at the activated BCR,"May, B",Same,TRUE,,,Rejected,R-HSA-983707 is linked to itself,
"LYN, FYN, BLK phosphorylate ITAMs of Ig-alpha (CD79A) and Ig-beta (CD79B)",CD22 binds B-cell receptor,"Garapati, P V",Same,FALSE,,,Approved,,
Dephosphorylation of JAK1 by SHP1,Activation of JAK kinases,"Garapati, P V",Same,FALSE,,Completed,Rejected,997314 is a regulation by dephosphorylation that brings back an input of 909729,
Dephosphorylation of JAK1 by SHP1,Inhibition of JAK kinase activity by SOCS1/3,"Garapati, P V",Same,FALSE,,Completed,Rejected,Two independent regulation events of JAK,
Expression of IFN-induced genes,ISGylation of IRF3,"Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,ISGylation of host proteins,"Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,OASL binds DDX58,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,OAS3 binds viral dsRNA,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,OAS2 binds viral dsRNA,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,OAS1 binds viral dsRNA,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,Interaction of IRF9 with p-STAT2:p-STAT1,"Garapati, P V",Same,FALSE,,,Approved,,
Expression of IFN-induced genes,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR4,"de Bono, B",Different,FALSE,,,,,
Expression of IFN-induced genes,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR3,"de Bono, B",Different,FALSE,,,,,
Expression of IFN-induced genes,TRAF6 interacts with IRF7 upon TLR7/8 or 9 activation,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,HSP90 binds TBK1 and IRF3,"Shamovsky, V",Different,FALSE,,,,,
Expression of IFN-induced genes,"Recruitment of IRF3,IRF7","Garapati, P V",Different,FALSE,,,,,
Expression of IFN-induced genes,Recruitment of IRF7 to TRAF6,"Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFN-induced genes,STING recruits TBK1 and IRF3,"Shamovsky, V",Different,FALSE,,,,,
Expression of IFN-induced genes,Recruitment of IRF3 to activated ZBP1:TBK1,"Shamovsky, V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,ISGylation of IRF3,"Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,Interaction of E3 ligase with ISG15:E2 complex,"Garapati, P V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,OASL binds DDX58,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,OAS3 binds viral dsRNA,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,OAS2 binds viral dsRNA,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,OAS1 binds viral dsRNA,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,Interaction of IRF9 with p-STAT2:p-STAT1,"Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,VCAM1 binds Integrin alpha4beta1,"de Bono, B",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,ICAM1-5 bind Integrin alphaLbeta2 (LFA-1),"de Bono, B",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,Interaction of exogenous soluble antigen with its corresponding receptor,"Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,Interaction of E3 with substrate and E2-Ub complex,"Garapati, P V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,Transfer of Ub from E2 to substrate and release of E2,"Garapati, P V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR4,"de Bono, B",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,IRF3/IRF7 recruitment to p-TBK1/p-IKK epsilon bound to the activated TLR3,"de Bono, B",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,TRAF6 interacts with IRF7 upon TLR7/8 or 9 activation,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,HSP90 binds TBK1 and IRF3,"Shamovsky, V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,"Recruitment of IRF3,IRF7","Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,Recruitment of IRF7 to TRAF6,"Garapati, P V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,DDX41 ubiquitination by TRIM21,"Shamovsky, V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,DDX41 binds viral dsDNA,"Shamovsky, V",Different,FALSE,,,,,
Expression of IFNG-stimulated genes,STING recruits TBK1 and IRF3,"Shamovsky, V",Different,FALSE,,,Approved,,
Expression of IFNG-stimulated genes,Recruitment of IRF3 to activated ZBP1:TBK1,"Shamovsky, V",Different,FALSE,,,Approved,,
"Phosphorylated STAT1, STAT3 form dimers","p-Y-STAT1,3,5 dimer translocates from the cytosol to the nucleoplasm","May, B",Different,FALSE,,,,,
"Phosphorylated STAT1, STAT3 form dimers",p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,"Jupe, S",Different,FALSE,,,,,
"Phosphorylated STAT1, STAT3 form dimers",p-Y-STATs translocate to nucleus,"Jupe, S",Different,FALSE,,,,,
"Phosphorylated STAT1, STAT3 form dimers","p-Y705-STAT3 dimer, p-Y641-STAT6 dimer translocate to nucleus","Jupe, S",Different,FALSE,,,,,
STAT1 and STAT3 dimers translocate to the nucleus,"p-Y-STAT1,3,5 dimer binds SOCS1 gene","May, B",Different,FALSE,,,,,
STAT1 and STAT3 dimers translocate to the nucleus,"p-Y-STAT1,3,5 dimer binds SOCS3 gene","May, B",Different,FALSE,,,,,
STAT1 and STAT3 dimers translocate to the nucleus,Expression of PTGS2,"Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,Expression of STAT3-upregulated cytosolic proteins,"Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,Expression of STAT3-upregulated nuclear proteins,"Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,Expression of HSP90B1,"Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,"Expression of NDN,TP53","Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,"Expression of BCL2, BCL2L1","Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,Expression of STAT3-upregulated plasma membrane proteins,"Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,Expression of FASLG,"Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
STAT1 and STAT3 dimers translocate to the nucleus,Expression of STAT3-upregulated extracellular proteins,"Jupe, S",Different,FALSE,,,Rejected?,"not sure if IL4,13 (R-HSA-6789615) upregulates the same STAT3 gene targerts as IL6 (R-HSA-1112587)",
Phosphorylated STATs are released,"p-Y-STAT1,3,5 dimerize","May, B",Different,FALSE,,,,,
Phosphorylated STATs are released,p-Y705-STAT3 dimerizes,"Jupe, S",Different,FALSE,,,Rejected?,not sure if IL6 and IL10 can be interlinked at STAT3 activation event. IL6 and IL10 have distinct gene targets,
Phosphorylated STATs are released,p-Y-STATs dimerize,"Jupe, S",Different,FALSE,,,Rejected?,not sure if IL6 and IL4/13 can be interlinked at STAT activation event.,
Phosphorylated STATs are released,"p-Y705-STAT3, p-Y641-STAT6 dimerise","Jupe, S",Different,FALSE,,,Rejected?,not sure if IL6 and IL4/13 can be interlinked at STAT3 activation event.,
Phosphorylated STATs are released,p-STAT1 binds p-STAT3,"Duenas, C",Different,FALSE,,,Rejected?,not sure if IL6 and IL27 can be interlinked at STAT activation event.,
Phosphorylated STATs are released,p-Y705-STAT3 binds p-Y693-STAT4,"Duenas, C",Different,FALSE,,,Rejected?,not sure if IL6 and IL23 can be interlinked at STAT3 activation event.,
NF-kappaB translocates from the cytosol to the nucleus,IL1B gene is transcribed,"Garapati, P V",Different,FALSE,,,Rejected,two different signaling pathways; B cell receptor and C-type lectin,
NF-kappaB translocates from the cytosol to the nucleus,Protein kinase A (PKA) and RPS6KA5 (MSK1) phosphorylates p65 (RELA) subunit,"Garapati, P V",Different,FALSE,,,Rejected???,two different signaling pathways; B cell receptor and C-type lectin,
Ubiquitinated IkB is degraded,NFKB1:RELA translocates from the cytosol to the nucleus,"Niarakis, A",Different,FALSE,,,Rejected,two different signaling pathways; B cell receptor and C-type lectin,
SCF-beta-TrCP ubiquitinylates IkB,"SCF betaTrCP1,2 binds p-NFkB p105:TPL2:ABIN2","Shamovsky, V",Different,FALSE,,Completed,Rejected,Release of components during dissociation of the complex.,
SCF-beta-TrCP ubiquitinylates IkB,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,"May, B",Same,TRUE,,,,,
p-STAT5A/B dissociates from the Growth Hormone receptor,p-STAT5 dimerizes,"Ray, KP",Different,FALSE,,Completed,Approved,,
p-STAT5A/B dissociates from the Growth Hormone receptor,p-STAT5 dissociates from activator:STAT5 complex,"Varusai, TM",Different,FALSE,,,,,
ISGylation of IRF3,Interaction of E3 ligase with ISG15:E2 complex,"Garapati, P V",Same,TRUE,,Completed,Rejected,1169403 is preceding event of 1169394,
ISGylation of IRF3,Interaction of E3 with substrate and E2-Ub complex,"Garapati, P V",Different,FALSE,,,,,
ISGylation of IRF3,Transfer of Ub from E2 to substrate and release of E2,"Garapati, P V",Different,FALSE,,,,,
ISGylation of IRF3,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
ISGylation of viral protein NS1,Interaction of E3 ligase with ISG15:E2 complex,"Garapati, P V",Same,TRUE,,Completed,Rejected,1169403 is preceding event of 1169395,
ISGylation of viral protein NS1,Interaction of E3 with substrate and E2-Ub complex,"Garapati, P V",Different,FALSE,,,,,
ISGylation of viral protein NS1,Transfer of Ub from E2 to substrate and release of E2,"Garapati, P V",Different,FALSE,,,,,
ISGylation of viral protein NS1,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
ISGylation of host protein filamin B,Interaction of E3 ligase with ISG15:E2 complex,"Garapati, P V",Same,TRUE,,Completed,Rejected,1169403 is preceding event of 1169398,
ISGylation of host protein filamin B,Interaction of E3 with substrate and E2-Ub complex,"Garapati, P V",Different,FALSE,,,,,
ISGylation of host protein filamin B,Transfer of Ub from E2 to substrate and release of E2,"Garapati, P V",Different,FALSE,,,,,
ISGylation of host protein filamin B,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
ISGylation of E2 conjugating enzymes,Interaction of E3 ligase with ISG15:E2 complex,"Garapati, P V",Same,TRUE,,Completed,Rejected,1169403 is preceding event of 1169402,
ISGylation of E2 conjugating enzymes,Interaction of E3 with substrate and E2-Ub complex,"Garapati, P V",Different,FALSE,,,,,
ISGylation of E2 conjugating enzymes,Transfer of Ub from E2 to substrate and release of E2,"Garapati, P V",Different,TRUE,,,,,
ISGylation of E2 conjugating enzymes,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
ISGylation of protein phosphatase 1 beta (PP2CB),Interaction of E3 ligase with ISG15:E2 complex,"Garapati, P V",Same,TRUE,,Completed,Rejected,1169403 is preceding event of 1169405,
ISGylation of protein phosphatase 1 beta (PP2CB),Interaction of E3 with substrate and E2-Ub complex,"Garapati, P V",Different,FALSE,,,,,
ISGylation of protein phosphatase 1 beta (PP2CB),Transfer of Ub from E2 to substrate and release of E2,"Garapati, P V",Different,FALSE,,,,,
ISGylation of protein phosphatase 1 beta (PP2CB),DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
ISGylation of host proteins,Interaction of E3 ligase with ISG15:E2 complex,"Garapati, P V",Same,TRUE,,Completed,Rejected,1169403 is preceding event of 1169406.,
ISGylation of host proteins,Interaction of E3 with substrate and E2-Ub complex,"Garapati, P V",Different,FALSE,,,,,
ISGylation of host proteins,Transfer of Ub from E2 to substrate and release of E2,"Garapati, P V",Different,TRUE,,,,,
ISGylation of host proteins,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
HNP1-4 are stored in primary neutrophil granules,Exocytosis of azurophil granule lumen proteins,"Jupe, S",Different,FALSE,,,,,
Pre-pro-defensins are cleaved to remove the signal peptide,Beta-defensins are secreted,"Jupe, S",Different,FALSE,,,,,
HNP1-4 are released into phagocytic vacuoles,Binding of defensins to lipid II,"Jupe, S",Different,FALSE,,,,,
Beta-defensins are secreted,Beta defensin 103 activates TLR1:TLR2,"Jupe, S",Same,FALSE,,,,,
Beta-defensins are secreted,"Beta-defensins 1, 4A and 103 bind CCR6","Jupe, S",Same,FALSE,,,,,
Beta-defensins are secreted,Beta-defensins 4A and 103 bind CCR2,"Jupe, S",Same,FALSE,,,,,
Beta-defensins are secreted,Binding of defensins to lipid II,"Jupe, S",Different,FALSE,,,,,
Phosphorylation of IRF-3/IRF7 and their release from the activated TLR complex,Dimerization of p-IRF7,"Garapati, P V",Same,FALSE,,,,,
Phosphorylation of IRF-3/IRF7 and their release from the activated TLR complex,Dimerization of Phospho IRF3 or phospho IRF7,"Garapati, P V",Different,FALSE,,,,,
Phosphorylation of IRF-3/IRF7 and their release from the activated TLR complex,"p-T,4S-IRF3 is dimerized","Shamovsky, V",Different,FALSE,,,,,
Conversion of C4 into C4a and C4b,C4b-binding protein binds C4b,"Jupe, S",Same,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,ISGylation of E2 conjugating enzymes,"Garapati, P V",Same,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,ISGylation of host proteins,"Garapati, P V",Same,TRUE,,Completed,Rejected,See row 6; a regulation event (not preceding) to reverse ISGylation in 1169406,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,OASL binds DDX58,"Shamovsky, V",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2 binds STAT1,3,5","May, B",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,Lyn activates ERK,"Jupe, S",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,JAK2 binds STAT1/3,"Jupe, S",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B","Duenas, C",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,IL9R binds JAK1,"Duenas, C",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,IL2RB binds JAK1,"Ray, KP",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,IL21 receptor STAT binding,"Jupe, S",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,"Tyrosine phosphorylated IL6ST binds STAT1,STAT3","Ray, KP",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,"JAK1,JAK2,(TYK2) bind IL6ST","Ray, KP",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,JAKs bind OSMR,"Garapati, P V",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,JAKs bind LIFR,"Garapati, P V",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,JAK1 binds IL7R,"Ray, KP",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,"IL24:p-IL20RA:p-JAK1:IL20RB binds STAT1,STAT3","Duenas, C",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,"IL26:IL10RB:p-TYK2:IL20RA:p-JAK1 binds STAT1, STAT3","Duenas, C",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,IL22RA1 binds JAK1,"Duenas, C",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,JAK1 binds IL20RA,"Duenas, C",Different,FALSE,,,,,
Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,"IFNL1:p-Y434,Y517-IFNLR1:p-JAK1:IL10RB:p-TYK2 binds STAT1, STAT2, STAT3, STAT4, STAT5","Duenas, C",Different,FALSE,,,,,
