PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Downstream signal transduction,SH2 domain of Src binds to the active receptor,R-HSA-186819,"[MyrG-SRC [plasma membrane],PDGF:Phospho-PDGF receptor dimer [plasma membrane]]",[PDGF:Phospho-PDGF receptor dimer:MyrG-SRC [plasma membrane]],[]
Frs2-mediated activation,Dissociation of phosphorylated MAP2Ks and MAPKs,R-HSA-9610154,"[RAP1:GTP:activated BRAF dimer:p-2S MAPK2K:p-T,Y MAPK complex [endosome membrane]]","[p-T,Y MAPKs [cytosol],p-2S MAP2K homo/heterodimers [cytosol],RAP1:GTP:activated BRAF dimer [endosome membrane]]",[]
GAB1 signalosome,Activation of SHP2 through the binding to phospho-Gab1,R-HSA-177944,"[EGF-like ligands:p-6Y-EGFR:GRB2:p-5Y-GAB1 [plasma membrane],PTPN11 [cytosol]]",[EGF-like ligands:p-6Y-EGFR:GRB2:p-5Y-GAB1:SHP2 [plasma membrane]],[]
PI-3K cascade:FGFR2,Binding of PIK3 regulatory alpha subunit to GRB2:GAB1,R-HSA-177931,"[GRB2:GAB1 [cytosol],PIK3R1 [cytosol]]",[GRB2:GAB1:PIK3R1 [cytosol]],[]
VEGFA-VEGFR2 Pathway,p-6Y-VEGFR2 binds FYN,R-HSA-5218824,"[FYN [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2 [plasma membrane]]","[VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2:FYN [plasma membrane]]",[]
GAB1 signalosome,Sustained activation of SRC kinase by SHP2,R-HSA-177923,"[H2O [cytosol],p-Y-PXN:CSK:MyrG,p-Y530-SRC [plasma membrane]]","[Pi [cytosol],PXN:MyrG-SRC [plasma membrane],CSK [plasma membrane]]","[EGF-like ligands:p-6Y-EGFR:GRB2:p-5Y-GAB1:SHP2 [plasma membrane],PTPN11 [cytosol],EGF-like ligands:p-6Y-EGFR:GRB2:p-5Y-GAB1 [plasma membrane],GRB2:p-5Y-GAB1,GRB2:p-5Y-GAB1:PIP3 [cytosol],GRB2:Phospho-GAB1 [cytosol],p-5Y-GAB1 [cytosol],GRB2-1 [cytosol],GRB2:p-5Y-GAB1:PIP3 [plasma membrane],PI(3,4,5)P3 [plasma membrane],EGF-like ligands:p-6Y EGFR dimer [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane]]"
Signaling by PDGF,PDGF dimer binds two receptors simultaneously,R-HSA-186773,"[PDGFRA, PDGFRB [plasma membrane],Active PDGF dimers (AA, AB, BB) [extracellular region]]",[PDGF:PDGF receptor dimer [plasma membrane]],"[PDGFR:type II PDGFR-binding TKIs [plasma membrane],PDGFRA, PDGFRB [plasma membrane],PDGFRA [plasma membrane],PDGFRB [plasma membrane],type II PDGFR-binding tyrosine kinase inhibitors [cytosol],ripretinib [cytosol],imatinib [cytosol],axitinib [cytosol],ponatinib [cytosol],sorafenib [cytosol],nilotinib [cytosol],dasatinib [cytosol],nintedanib [cytosol],regorafenib [cytosol],masitinib [cytosol],sunitinib [cytosol],lenvatinib [cytosol],PDGFRA:olaratumab [plasma membrane],olaratumab [extracellular region]]"
PI3K events in ERBB4 signaling,Binding of p85 subunit of PI3K (PIK3R1) to p-ERBB4cyt1 homodimers,R-HSA-1250353,"[p-ERBB4cyt1 homodimers [plasma membrane],PIK3CA:PIK3R1 [cytosol]]",[PI3K:p-ERBB4cyt1 [plasma membrane]],[]
Signaling by SCF-KIT,Phosphorylation of GAB2 by SFKs,R-HSA-1433454,"[GAB2:GRB2:p-SHP2:p-KIT complex [plasma membrane],ATP [cytosol]]","[ADP [cytosol],p(Y)-GAB2:GRB2:p-SHP2:p-KIT complex [plasma membrane]]","[GAB2:GRB2:p-SHP2:p-KIT complex [plasma membrane],GAB2 [cytosol],GRB2:p-SHP2:p-KIT complex [plasma membrane],p-SHP2:p-KIT complex [plasma membrane],SFKs:p-KIT complex [plasma membrane],Src family tyrosine kinases (SFKs) [cytosol],FYN [cytosol],LCK [cytosol],SRC-1 [cytosol],YES1 [cytosol],LYN [cytosol],p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],p-7Y-KIT [plasma membrane],sSCF dimer [extracellular region],KITLG-1(26-190) [extracellular region],p-Y546,Y584-PTPN11 [cytosol],GRB2-1 [cytosol]]"
Downregulation of ERBB2:ERBB3 signaling,Deubiquitination of RNF41 by P-USP8,R-HSA-1358795,[Ub-RNF41:p-USP8 [cytosol]],"[p-T945-USP8 [cytosol],Ub [cytosol],RNF41 [cytosol]]","[Ub-RNF41:p-USP8 [cytosol],Ub-RNF41 [cytosol],RNF41 [cytosol],Ub [cytosol],UBC(457-532) [cytosol],UBC(1-76) [cytosol],UBC(381-456) [cytosol],UBC(229-304) [cytosol],UBC(153-228) [cytosol],UBC(609-684) [cytosol],UBC(77-152) [cytosol],UBB(153-228) [cytosol],UBC(305-380) [cytosol],UBA52(1-76) [cytosol],RPS27A(1-76) [cytosol],UBC(533-608) [cytosol],UBB(77-152) [cytosol],UBB(1-76) [cytosol],p-T945-USP8 [cytosol]]"
BDNF activates NTRK2 (TRKB) signaling,BDNF binds NTRK2 (TRKB),R-HSA-9024906,"[NTRK2 [plasma membrane],BDNF homodimer [extracellular region]]",[BDNF:NTRK2 [plasma membrane]],[]
FRS-mediated FGFR1 signaling,Activated FGFR1:p-FRS:GRB2:SOS1 activates RAS nucleotide exchange,R-HSA-5654392,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[Activated FGFR1:p-FRS2:GRB2:SOS1 [plasma membrane],Activated FGFR1:p-FRS [plasma membrane],Activated FGFR1:p-FRS3 [plasma membrane],p-5Y-FRS3 [plasma membrane],Activated FGFR1 [plasma membrane],Activated FGFR1c bound to FGF23:Klotho [plasma membrane],p-8Y-FGFR1c [plasma membrane],HS [extracellular region],Klotho bound to FGF23 [plasma membrane],FGF23(25-251) [extracellular region],Klotho homodimer [plasma membrane],Klotho [extracellular region],Secreted Klotho homodimer [extracellular region],KL-2 [extracellular region],Membrane-bound Klotho homodimer [plasma membrane],KL-1 [plasma membrane],Activated FGFR1c homodimer  [plasma membrane],FGFR1c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF5-1 [extracellular region],Activated FGFR1b homodimer [plasma membrane],p-8Y-FGFR1b dimer [plasma membrane],p-8Y-FGFR1b [plasma membrane],FGFR1b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF10 [extracellular region],Activated FGFR1:p-FRS2 [plasma membrane],p-6Y-FRS2 [plasma membrane],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol]]"
FRS-mediated FGFR2 signaling,Activated FGFR2 binds FRS2,R-HSA-5654399,"[Activated FGFR2 [plasma membrane],FRS2 [plasma membrane]]",[Activated FGFR2:FRS2 [plasma membrane]],[]
Signaling by EGFR,Pro-EGF is cleaved to form mature EGF,R-HSA-177946,[Pro-EGF [plasma membrane]],[EGF [extracellular region]],"[ADAM:Zn2+ [plasma membrane],Zn2+ [plasma membrane],ADAM metalloprotease [plasma membrane],ADAM12 [plasma membrane],ADAM17 [plasma membrane],ADAM10(215-824) [plasma membrane]]"
MET activates RAP1 and RAC1,"RAPGEF1 binds CRK,CRKL",R-HSA-8875558,"[RAPGEF1 [cytosol],HGF:p-4Y-MET:p-5Y-GAB1, HGF:p-4Y-MET:GRB2-1:p-5Y-GAB1:CRK,CRKL [plasma membrane]]","[HGF:p-4Y-MET:p-5Y-GAB1, HGF:p-4Y-MET:GRB2-1:p-5Y-GAB1:CRK,CRKL:RAPGEF1 [plasma membrane]]",[]
MET Receptor Activation,MET dimers autophosphorylate,R-HSA-6806974,"[HGF:MET dimer [plasma membrane],ATP [cytosol]]","[ADP [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane]]","[HGF:MET dimer [plasma membrane],HGF dimer:MET [plasma membrane],HGF dimer [extracellular region],HGF(32-494) [extracellular region],HGF(495-728) [extracellular region],MET [plasma membrane]]"
p38MAPK events,Guanine nucleotide exchange on RAL,R-HSA-171026,"[GTP [cytosol],RAL-GDP [cytosol]]","[GDP [cytosol],RAL-GTP [cytosol]]","[Ras-GTP:RalGDS complex [plasma membrane],p21 RAS:GTP [plasma membrane],GTP [cytosol],mature p21 RAS [plasma membrane],S-Farn-Me KRAS4B [plasma membrane],S-Farn-Me PalmS NRAS [plasma membrane],S-Farn-Me-PalmS KRAS4A [plasma membrane],S-Farn-Me-2xPalmS HRAS [plasma membrane],RALGDS [cytosol]]"
SHC-mediated cascade:FGFR1,Activated FGFR1 binds SHC1,R-HSA-5654573,"[Activated FGFR1 [plasma membrane],SHC1-2,SHC1-3 [cytosol]]",[Activated FGFR1:SHC1 [plasma membrane]],[]
MET receptor recycling,GGA3 associates with activated MET receptor,R-HSA-8875661,"[GGA3 [early endosome membrane],HGF:p-4Y-MET:p-5Y-GAB1, HGF:p-4Y-MET:GRB2-1:p-5Y-GAB1:CRK,CRKL [plasma membrane],ARF6:GTP [recycling endosome membrane]]","[HGF:p-4Y-MET:p-5Y-GAB1, HGF:p-4Y-MET:GRB2-1:p-5Y-GAB1:CRK,CRKL:GGA3:ARF6:GTP [recycling endosome membrane]]",[]
SHC-mediated cascade:FGFR2,Activated FGFR2:p-SHC1 binds GRB2:SOS1,R-HSA-5654406,"[GRB2-1:SOS1 [cytosol],Activated FGFR2:pY-SHC1 [plasma membrane]]",[Activated FGFR2:pY-SHC1:GRB2:SOS1 [plasma membrane]],[]
PIP3 activates AKT signaling,PIP3 recruits PDPK1 to the membrane,R-HSA-2316429,"[PI(3,4,5)P3 [plasma membrane],PDPK1 [cytosol]]",[PDPK1:PIP3 [plasma membrane]],[]
MET activates RAS signaling,MUC20 binds MET and inhibits GRB2 binding,R-HSA-8851842,"[MUC20 [plasma membrane],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane]]",[HGF:p-4Y MET dimer:MUC20 [plasma membrane]],[]
EGFR downregulation,"EGFR binds EPS15, EPN1, EPS15L1",R-HSA-8867044,"[EPS15L1 [plasma membrane],EPN1 [plasma membrane],PI(4,5)P2 [plasma membrane],EPS15:HGS:STAM [cytosol],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin [plasma membrane]]",[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2:CIN85:Endophilin:EPN1:EPS15L1:EPS15:HGS:STAM [plasma membrane]],[]
VEGFR2 mediated cell proliferation,PKC autophosphorylates,R-HSA-5218805,"[p-PKCA,p-PKCB,p-PKCZ,p-PKCD [cytosol],ATP [cytosol]]","[ADP [cytosol],p-PKC [cytosol]]","[p-PKCA,p-PKCB,p-PKCZ,p-PKCD [cytosol],p-T497-PRKCA [cytosol],p-T507-PRKCD [cytosol],p-T500-PRKCB [cytosol],p-T410-PRKCZ [cytosol]]"
NGF-stimulated transcription,EGR1 and NAB co-repressors bind EGR1 gene,R-HSA-9613202,"[EGR1 gene [nucleoplasm],EGR1 [nucleoplasm],NAB1,2 [nucleoplasm]]","[EGR1 gene:EGR1:NAB1,NAB2 [nucleoplasm]]",[]
Signaling by SCF-KIT,Interaction of KIT and sSCF,R-HSA-205321,"[sSCF dimer [extracellular region],KIT [plasma membrane]]",[KIT:sSCF dimer [plasma membrane]],[]
Signal attenuation,Binding of Grb10 to the insulin receptor,R-HSA-110011,"[GRB10 [cytosol],Insulin:p-6Y-Insulin receptor [plasma membrane]]",[GRB10:INSR [plasma membrane]],[]
Activated NTRK2 signals through PLCG1,p-Y817 of p-5Y-NTRK2 recruits PLCG1,R-HSA-9026531,"[PLCG1 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:PLCG1 [plasma membrane]]",[]
PI-3K cascade:FGFR2,Activated FGFR2:p-FRS2 binds GRB2:GAB1:PIK3R1,R-HSA-5654612,"[Activated FGFR2:p-FRS2 [plasma membrane],GRB2:GAB1:PIK3R1 [cytosol]]",[Activated FGFR2:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane]],[]
FCGR3A-mediated phagocytosis,RAC1:GTP and PIP3 bind WAVE Regulatory Complex (WRC),R-HSA-2029465,"[WAVE Regulatory Complex [cytosol],PI(3,4,5)P3 [plasma membrane],BAIAP2 [cytosol],RAC1:GTP [plasma membrane]]",[WRC:IRSp53/58:RAC1:GTP:PIP3 [plasma membrane]],[]
NGF processing,The signal peptide is excised from beta-NGF pre-pro-precursor,R-HSA-187045,[NGF(1-241) [endoplasmic reticulum lumen]],[NGF(19-241) [endoplasmic reticulum lumen]],[]
VEGFR2 mediated vascular permeability,PAK1-3 dimer disassociates,R-HSA-5357445,[2 x p-VAV family:PIP3:RAC1:GTP:PAK 1-3 [plasma membrane]],[p-VAV family:PIP3:RAC1:GTP:PAK 1-3 [plasma membrane]],[]
EGFR downregulation,CIN85 dissociates from EGF:p-6Y-EGFR:CBL:Beta-Pix:CDC42:GTP:CIN85,R-HSA-8951490,[EGF:p-6Y-EGFR:CBL:Beta-Pix:CDC42:GTP:CIN85 [plasma membrane]],"[CIN85:endophilin [cytosol],EGF:p-6Y-EGFR:CBL:Beta-Pix:CDC42:GTP [plasma membrane]]",[]
Signaling by SCF-KIT,Phosphorylation of JAK2,R-HSA-1433418,"[ATP [cytosol],JAK2:SFKS:p-KIT complex [plasma membrane]]","[ADP [cytosol],p-JAK2:SFKs:p-KIT complex [plasma membrane]]","[JAK2:SFKS:p-KIT complex [plasma membrane],SFKs:p-KIT complex [plasma membrane],Src family tyrosine kinases (SFKs) [cytosol],FYN [cytosol],LCK [cytosol],SRC-1 [cytosol],YES1 [cytosol],LYN [cytosol],p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],p-7Y-KIT [plasma membrane],sSCF dimer [extracellular region],KITLG-1(26-190) [extracellular region],JAK2 [cytosol]]"
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),"IGF1,2:IGF1R autophosphorylates",R-HSA-2404199,"[IGF1,2:IGF1R [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IGF1,2:p-3Y-IGF1R [plasma membrane]]","[IGF1,2:IGF1R [plasma membrane],IGF1R [plasma membrane],IGF1R(741-1367) [plasma membrane],IGF1R(31-736) [plasma membrane],IGF1,2 [extracellular region],IGF1 [extracellular region],IGF2(25-91) [extracellular region],glc-fuc-CILP [extracellular region]]"
IRS-mediated signalling,"p-Y-IRS1,p-Y-IRS2 bind PI3K",R-HSA-74737,"[PI3K [cytosol],p-Y-IRS1,p-Y-IRS2 [cytosol]]","[p-Y-IRS1,p-Y-IRS2:PI3K [cytosol]]",[]
PI-3K cascade:FGFR3,Activated FGFR3:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,R-HSA-5654640,"[Activated FGFR3:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane],PIK3CA [cytosol]]",[Activated FGFR3:p-FRS2:GRB2:GAB1:PI3K [plasma membrane]],[]
NGF-stimulated transcription,EGR binds ARC gene,R-HSA-9031616,"[ARC gene [nucleoplasm],EGR1,2,3 [nucleoplasm]]","[EGR1,EGR2,EGR3:ARC gene [nucleoplasm]]",[]
VEGFR2 mediated cell proliferation,"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,"[I(1,4,5)P3 [cytosol],IP3 receptor homotetramer [endoplasmic reticulum membrane]]","[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane]]",[]
VEGFR2 mediated vascular permeability,PIP3 recruits PDPK1 to the membrane,R-HSA-2316429,"[PI(3,4,5)P3 [plasma membrane],PDPK1 [cytosol]]",[PDPK1:PIP3 [plasma membrane]],[]
PI-3K cascade:FGFR4,Activated FGFR4:p-FRS2 binds GRB2:GAB1:PIK3R1,R-HSA-5654659,"[GRB2:GAB1:PIK3R1 [cytosol],Activated FGFR4:p-FRS2 [plasma membrane]]",[Activated FGFR4:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane]],[]
Extra-nuclear estrogen signaling,eNOS synthesizes NO,R-HSA-202127,"[L-Arg [cytosol],O2 [cytosol],NADPH [cytosol]]","[NO [cytosol],NADP+ [cytosol],L-Cit [cytosol]]","[p-S1177-eNOS:CaM:HSP90:p-AKT1:BH4 [plasma membrane],p-S1177-eNOS:CaM:HSP90:p-AKT1 [plasma membrane],HSP90AA1 [cytosol],p-T308,S473-AKT1 [cytosol],CALM1:4xCa2+ [cytosol],CALM1 [cytosol],Ca2+ [cytosol],p-S1177-eNOS dimer [plasma membrane],heme [cytosol],Zn2+ [cytosol],FMN [cytosol],2xPalmC-MyrG-p-S1177-NOS3 [plasma membrane],FAD [cytosol],BH4 [cytosol],ADMA [cytosol]]"
EGFR downregulation,CBL-mediated ubiquitination of CIN85,R-HSA-182986,"[Ub [cytosol],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:CIN85:Endophilin:Epsin:Eps15L1:Eps15 [plasma membrane]]",[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:Ub-CIN85:Endophilin:Epsin:Eps15L1:Eps15 [plasma membrane]],"[EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:CIN85:Endophilin:Epsin:Eps15L1:Eps15 [plasma membrane],EPS15:HGS:STAM [cytosol],STAM [cytosol],STAM2 [cytosol],HGS [cytosol],EPS15 [cytosol],EPN1 [plasma membrane],EPS15L1 [plasma membrane],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-6Y-EGFR [plasma membrane],p-Y371-CBL [cytosol],CIN85:endophilin [cytosol],SH3KBP1 tetramer [cytosol],SH3KBP1 [cytosol],SH3GLs [cytosol],SH3GL1 dimer [cytosol],SH3GL1 [cytosol],SH3GL3 dimer [cytosol],SH3GL3 [cytosol],SH3GL2 dimer [cytosol],SH3GL2 [cytosol]]"
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,ERK1/2 activates ELK1,R-HSA-198731,"[ELK1 [nucleoplasm],ATP [nucleoplasm]]","[ADP [nucleoplasm],p-4S,T336-ELK1 [nucleoplasm]]","[p-T,Y MAPK dimers [nucleoplasm],p-Y185,Y187 MAPK1 dimer [nucleoplasm],p-T185,Y187-MAPK1 [nucleoplasm],p-T202, Y204 MAPK3 dimer [nucleoplasm],p-T202,Y204-MAPK3 [nucleoplasm]]"
Signaling by PDGF,Olaratumab binds PDGFRA,R-HSA-9674015,"[PDGFRA [plasma membrane],olaratumab [extracellular region]]",[PDGFRA:olaratumab [plasma membrane]],[]
Drug-mediated inhibition of ERBB2 signaling,ERBB2 binds trastuzumab,R-HSA-9652277,"[trastuzumab [extracellular region],ERBB2:ERBIN:HSP90:CDC37 [plasma membrane]]",[ERBB2:trastuzumab:ERBIN:HSP90:CDC37 [plasma membrane]],[]
NGF-stimulated transcription,EGR1 gene expression,R-HSA-9612516,[EGR1 gene [nucleoplasm]],[EGR1 [nucleoplasm]],"[EGR1 gene:EGR1:NAB1,NAB2 [nucleoplasm],NAB1,2 [nucleoplasm],NAB2 [nucleoplasm],NAB1 [nucleoplasm],EGR1 [nucleoplasm],EGR1 gene [nucleoplasm],EGR1 gene:p-S133 CREB:p-S103 SRF [nucleoplasm],p-S103 SRF [nucleoplasm],p-S133-CREB1 homodimer [nucleoplasm],p-S133-CREB1 [nucleoplasm],EGR1 gene:EGR1 [nucleoplasm]]"
Insulin receptor signalling cascade,GRB2-1:SOS1 binds p-Y427-SHC1,R-HSA-74746,"[p-Y427-SHC1 [cytosol],GRB2-1:SOS1 [cytosol]]",[GRB2-1:SOS1:p-Y427-SHC1 [cytosol]],[]
NGF processing,pro-beta-NGF homodimer transits to the golgi apparatus,R-HSA-167014,[pro-beta-NGF homodimer [endoplasmic reticulum lumen]],[pro-beta-NGF homodimer [Golgi lumen]],[]
Signaling by SCF-KIT,Autophosphorylation of KIT,R-HSA-205289,"[KIT:sSCF dimer:KIT [plasma membrane],ATP [cytosol]]","[p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane],ADP [cytosol]]","[KIT:sSCF dimer:KIT [plasma membrane],KIT [plasma membrane],sSCF dimer [extracellular region],KITLG-1(26-190) [extracellular region],p-KIT (S741,746):PKC alpha [plasma membrane],p-S741,S746-KIT [plasma membrane],PRKCA [cytosol],KIT:type II TKIs [plasma membrane],type II KIT binding TKIs [cytosol],imatinib [cytosol],axitinib [cytosol],cabozantinib [cytosol],sorafenib [cytosol],ponatinib [cytosol],nilotinib [cytosol],dasatinib [cytosol],regorafenib [cytosol],sunitinib [cytosol],masitinib [cytosol],lenvatinib [cytosol],KIT:sSCF dimer:KIT:type I KIT binding TKIs: [plasma membrane],type I KIT binding TKIs [cytosol],avapritinib [cytosol],midostaurin [cytosol],dovitinib [cytosol]]"
PIP3 activates AKT signaling,PDPK1 phosphorylates AKT at T308,R-HSA-198270,"[p-S-AKT:PDPK1:PIP3 [plasma membrane],ATP [cytosol]]","[p-T,p-S-AKT [cytosol],ADP [cytosol],PDPK1:PIP3 [plasma membrane]]","[p-S-AKT:PDPK1:PIP3 [plasma membrane],p-S-AKT:PIP3 [plasma membrane],p-S-AKT [plasma membrane],p-S474-AKT2 [plasma membrane],p-S472-AKT3 [plasma membrane],p-S473-AKT1 [plasma membrane],PI(3,4,5)P3 [plasma membrane],PDPK1:PIP3 [plasma membrane],PDPK1 [plasma membrane]]"
VEGFA-VEGFR2 Pathway,CRK binds BCAR1 and or PXN,R-HSA-5218822,"[VEGFA:p-6Y-VEGFR2:p-SHB:p-7Y-PTK2:SRC-1:HSP90:p-12Y-BCAR1,VEGFA:p-6Y-VEGFR2:p-SHB:p-7Y-PTK2:SRC-1:HSP90:p-Y31,Y118-PXN [plasma membrane],CRK [cytosol]]","[VEGFA:p-6Y-VEGFR2:p-SHB:p-7Y-PTK2:SRC-1:HSP90:p-12Y-BCAR1/p-Y31,Y118-PAX:CRK [plasma membrane]]",[]
Negative regulation of FGFR3 signaling,Activated ERK1/2 threonine-phosphorylates FGFR3-associated FRS2.,R-HSA-5654565,"[ATP [cytosol],Activated FGFR3:FRS2 [plasma membrane]]","[Activated FGFR3:p-8T-FRS2 [plasma membrane],ADP [cytosol]]","[p-T,Y MAPK dimers [cytosol],p-T202, Y204 MAPK3 dimer [cytosol],p-T202,Y204-MAPK3 [cytosol],p-T185,Y187 MAPK1 dimer [cytosol],p-T185,Y187-MAPK1 [cytosol]]"
VEGFA-VEGFR2 Pathway,FYN autophosphorylates,R-HSA-5218806,"[VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2:FYN [plasma membrane],ATP [cytosol]]","[ADP [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2:p-Y420-FYN [plasma membrane]]","[VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2:FYN [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer:NCK1,NCK2 [plasma membrane],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 dimer [plasma membrane],p-6Y-VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region],NCK1,NCK2 [cytosol],NCK1 [cytosol],NCK2 [cytosol],FYN [cytosol]]"
FGFR2b ligand binding and activation,Autocatalytic phosphorylation of FGFR2b,R-HSA-190408,"[ATP [cytosol],FGFR2b homodimer bound to FGF [plasma membrane]]","[Activated FGFR2b homodimer bound to FGF [plasma membrane],ADP [cytosol]]","[FGFR2b homodimer bound to FGF [plasma membrane],FGFR2b long homodimer bound to FGF [plasma membrane],HS [extracellular region],FGFR2b long homodimer [plasma membrane],FGFR2b long [plasma membrane],FGFR2b-binding FGFs [extracellular region],FGF1 [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF7 [extracellular region],FGF10 [extracellular region],FGFR2b short homodimer bound to FGF [plasma membrane],FGFR2b short homodimer [plasma membrane],FGFR2b short [plasma membrane]]"
Signaling by ERBB2,"ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4",R-HSA-1963589,"[Ligand-Activated EGFR/ERBB3/ERBB4 [plasma membrane],ERBB2:ERBIN:HSP90:CDC37 [plasma membrane]]","[HSP90 [cytosol],ERBIN [plasma membrane],ERBB2 heterodimers [plasma membrane],CDC37 [cytosol]]","[ERBB2:pertuzumab:ERBIN:HSP90:CDC37 [plasma membrane],ERBB2:pertuzumab [plasma membrane],pertuzumab [extracellular region],ERBB2 [plasma membrane],CDC37 [cytosol],ERBIN [plasma membrane],HSP90 [cytosol],HSP90AA1 [cytosol]]"
VEGFA-VEGFR2 Pathway,p-AXL binds PI3K,R-HSA-5357479,"[VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1:p-Y772,Y814-AXL [plasma membrane],PI3K [cytosol]]","[VEGFA:p-6Y-VEGFR2:SH2D2A:p-Y418-SRC-1:p-Y772,Y814-AXL:PI3K [plasma membrane]]",[]
ERBB2 Regulates Cell Motility,Phosphorylated ERBB2 heterodimers bind MEMO1,R-HSA-6785636,"[MEMO1 [cytosol],p-ERBB2 heterodimers [plasma membrane]]",[p-ERBB2 heterodimers:MEMO1 [plasma membrane]],[]
EGFR downregulation,CBL escapes CDC42-mediated inhibition by down-regulating the adaptor molecule Beta-Pix,R-HSA-183084,"[Ub [cytosol],EGF:p-6Y-EGFR:CBL:Beta-Pix:CDC42:GTP [plasma membrane]]","[EGF-like ligands:p-6Y-EGFR:CBL:GRB2 [plasma membrane],Ub-Beta-Pix:CDC42:GTP [cytosol]]","[EGF:p-6Y-EGFR:CBL:Beta-Pix:CDC42:GTP [plasma membrane],EGF-like ligands:p-6Y-EGFR:p-Y371-CBL:GRB2 [plasma membrane],EGF-like ligands [extracellular region],HBEGF(63-148) [extracellular region],EREG(60-108) [extracellular region],EGF [extracellular region],TGFA(24-98) [extracellular region],EPGN(23-154) [extracellular region],BTC(32-111) [extracellular region],AREG(101-187) [extracellular region],p-Y371-CBL [plasma membrane],p-6Y-EGFR [plasma membrane],GRB2-1 [cytosol],Beta-Pix:CDC42:GTP [cytosol],CDC42:GTP [plasma membrane],GTP [cytosol],CDC42 [plasma membrane],ARHGEF7 [cytosol]]"
