PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Regulation of actin dynamics for phagocytic cup formation,Phosphorylation of VAV,R-HSA-2029453,"[ATP [cytosol],clustered IgG-Ag:p-FCGRs:p-6Y-SYK:VAV [plasma membrane]]","[ADP [cytosol],clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-VAV [plasma membrane]]","[clustered IgG-Ag:p-FCGRs:p-6Y-SYK [plasma membrane],clustered IgG-Ag:p-FCGRs [plasma membrane],Antigen:IgG [plasma membrane],IgG [extracellular region],IgG Heavy Chain [extracellular region],Ig Heavy Chain V Region [extracellular region],IGHV7-81(1-?) [extracellular region],Ig heavy chain V-I region EU [extracellular region],Ig heavy chain V-II region OU [extracellular region],Ig heavy chain V-III region BRO [extracellular region],Ig heavy chain V-III region KOL [extracellular region],Ig heavy chain V-III region DOB [extracellular region],Ig heavy chain V-II region MCE [extracellular region],Ig heavy chain V-III region BUT [extracellular region],Ig heavy chain V-II region NEWM [extracellular region],Ig heavy chain V-II region WAH [extracellular region],Ig heavy chain V-III region JON [extracellular region],Ig heavy chain V-III region TRO [extracellular region],IgH  heavy chain V-III region VH26 precursor [extracellular region],IGHV1-2 [extracellular region],Ig heavy chain V-III region WEA [extracellular region],Ig heavy chain V-I region HG3 [extracellular region],Ig heavy chain V-II region ARH-77 [extracellular region],IGHV(1-?) [extracellular region],Ig heavy chain V-III region CAM [extracellular region],IgG C region [extracellular region],IGHG4 [extracellular region],IGHG1 [extracellular region],IGHG3 [extracellular region],IGHG2 [extracellular region],Ig Antibody Light Chain [extracellular region],Immunoglobulin Lambda Light Chain [extracellular region],Ig Lamda Light Chain V Region [extracellular region],IGLV8-61(1-?) [extracellular region],IGLV4-3(1-?) [extracellular region],IGLV5-37(1-?) [extracellular region],IGLV2-18(1-?) [extracellular region],IGLV3-16(1-?) [extracellular region],IGLV2-33(1-?) [extracellular region],Ig lambda chain V-I region NEW [extracellular region],IGLV1-36(1-?) [extracellular region],IGLV7-43(1-?) [extracellular region],Ig lambda chain V-II region MGC [extracellular region],Ig lambda chain V-IV region Bau [extracellular region],IGLV1-44(1-?) [extracellular region],Ig lambda chain V-IV region Hil [extracellular region],IGLV5-45(1-?) [extracellular region],IGLV1-40(1-?) [extracellular region],Ig lambda chain V-I region HA [extracellular region],IGLV3-22(1-?) [extracellular region],Ig lambda chain V-VI region AR [extracellular region],Ig lambda chain V-III region SH [extracellular region],IGLV4-60(1-?) [extracellular region],IGLV7-46(1-?) [extracellular region],IGLV10-54(1-?) [extracellular region],Ig lambda chain V-III region LOI [extracellular region],IGLV2-23(1-?) [extracellular region],Ig lambda chain V-I region NEWM [extracellular region],IGLV4-69(1-?) [extracellular region],IGLV3-25(1-?) [extracellular region],IGLV2-11(1-?) [extracellular region],Ig lambda chain V region 4A [extracellular region],IGLV3-27(1-?) [extracellular region],IGLV3-12(1-?) [extracellular region],IGLV11-55(1-?) [extracellular region],Ig lambda chain V-I region VOR [extracellular region],Ig lambda chain V-II region NEI [extracellular region],Ig lambda chain V-IV region Kern [extracellular region],Ig lambda chain V-II region BOH [extracellular region],Ig lambda chain V-II region TOG [extracellular region],Ig Lambda C region [extracellular region],IGLC6 [extracellular region],IGLC1 [extracellular region],IGLC2 [extracellular region],IGLC3 [extracellular region],IGLC7 [extracellular region],Immunoglobulin Kappa Light Chain [extracellular region],IGKC [extracellular region],Ig Kappa Light Chain V Region [extracellular region],IGKV4-1(21-?) [extracellular region],Ig kappa chain V-III region B6 [extracellular region],Ig kappa chain V-II region FR [extracellular region],Ig kappa chain V-I region HK101 [extracellular region],Ig kappa chain V-II region Cum [extracellular region],IGKV3D-20 [extracellular region],IGLV(23-?) [extracellular region],Ig kappa chain V-I region Wes [extracellular region],Ig kappa chain V-I region AG [extracellular region],Ig kappa chain V-II region RPMI 6410 [extracellular region],Ig kappa chain V-III region POM [extracellular region],Ig kappa chain V-I region Daudi [extracellular region],IGKV1-12 [extracellular region],Ig kappa chain V-III region VG [extracellular region],IGKV2D-30 [extracellular region],Ig kappa chain V-I region DEE [extracellular region],Ig kappa chain V-I region Gal [extracellular region],IGKV2-28 [extracellular region],Ig kappa chain V-I region BAN [extracellular region],IGKV1-5(23-?) [extracellular region],Ig kappa chain V region EV15 [extracellular region],Ig kappa chain V-I region AU [extracellular region],IGKVA18(21-?) [extracellular region],Antigen [plasma membrane],p-FCGRs [plasma membrane],FCGRIIIA:p-2Y-CD3G/p-6Y-CD3Z dimers [plasma membrane],p-CD3 dimers [plasma membrane],p-Y160,Y171-CD3G:p-6Y-CD3Z [plasma membrane],p-6Y-CD247 [plasma membrane],p-Y160,Y171-CD3G [plasma membrane],p-Y160,Y171-CD3G dimer [plasma membrane],p-6Y-CD247 dimer [plasma membrane],FCGR3A [plasma membrane],FCGRIA:p-Y160,Y171-CD3G dimer [plasma membrane],FCGR1A [plasma membrane],p-Y288,Y304-FCGR2A [plasma membrane],p-6Y-SYK [cytosol]]"
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,"TREM,CD300 binds lipids",R-HSA-5696358,"[TREM, CD300 [plasma membrane],CERA,PE,PS [plasma membrane]]","[TRIM, CD300:lipids [plasma membrane]]",[]
Growth hormone receptor signaling,PTP1B dephosphorylates GHR,R-HSA-1169192,"[H2O [cytosol],Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP2 [plasma membrane]]","[Pi [cytosol],Growth Hormone:p(Y332,487,627)-Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP2 [plasma membrane]]","[Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP2 [plasma membrane],PTPN1 [cytosol],Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer [plasma membrane],Growth Hormone [extracellular region],GH1 [extracellular region],GH2 [extracellular region],Tyrosine phosphorylated Growth Hormone Receptor:p(Y1007)-JAK2 dimer [plasma membrane],Tyrosine phosphorylated Growth Hormone Receptor:p(Y1007)-JAK2 [plasma membrane],p-5Y-GHR(19-638) [plasma membrane],p-Y1007-JAK2 [cytosol]]"
DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,NFkB complex translocates from the cytosol to the nucleus,R-HSA-9604480,"[NFKB1(1-433), NFKB2(1-454):RELA [cytosol]]",[NFkB Complex [nucleoplasm]],"[DHX9:CpG:MyD88 [cytosol],MYD88 [cytosol],DHX9:CpG [cytosol],Unmethylated CpG DNA [cytosol],DHX9 [cytosol]]"
Alpha-defensins,HNP1-4 are released into phagocytic vacuoles,R-HSA-1462041,[Defensins alpha 1-4 [azurophil granule lumen]],[Defensins alpha 1-4 [extracellular region]],[]
Interferon alpha/beta signaling,Expression of IFN-induced genes,R-HSA-1015702,[Type I IFN-regulated genes with ISRE promoter elements [nucleoplasm]],"[IRF 1-9 [cytosol],PSMB8 [nucleoplasm],Mx GTPases [cytosol],Class I MHC heavy chain (MHC HC) [integral component of lumenal side of endoplasmic reticulum membrane],IFITM3 [plasma membrane],IP6K2 [nucleoplasm],RNASEL [cytosol],IFITM2 [plasma membrane],XAF1 [cytosol],IFI6 [plasma membrane],BST2 [plasma membrane],RSAD2 [endoplasmic reticulum membrane],SAMHD1 [nucleoplasm],EGR1 [nucleoplasm],OAS proteins [cytosol],IFITM1 [plasma membrane],ISG15 [cytosol],IFI35 [cytosol],IFIT3 [cytosol],IFI27 [mitochondrial outer membrane],ADAR [nucleoplasm],IFIT1 [cytosol],IFIT2 [cytosol],GBP2 [cytosol],ISG20 [nucleoplasm]]","[ISGF3 bound to ISRE promotor elements [nucleoplasm],Type I IFN-regulated genes with ISRE promoter elements [nucleoplasm],IFIT3 gene [nucleoplasm],IRF 1-9 genes [nucleoplasm],IRF4 gene [nucleoplasm],IRF9 gene [nucleoplasm],IRF2 gene [nucleoplasm],IRF7 gene [nucleoplasm],IRF6 gene [nucleoplasm],IRF1 gene [nucleoplasm],IRF5 gene [nucleoplasm],IRF8 gene [nucleoplasm],IRF3 gene [nucleoplasm],IFI6 gene [nucleoplasm],SAMHD1 gene [nucleoplasm],EGR1 gene [nucleoplasm],OAS genes [nucleoplasm],OAS2 gene [nucleoplasm],OAS1 gene [nucleoplasm],OAS3 gene [nucleoplasm],OASL gene [nucleoplasm],BST2 gene [nucleoplasm],ADAR gene [nucleoplasm],ISG20 gene [nucleoplasm],IFI27 gene [nucleoplasm],IP6K2 gene [nucleoplasm],IFITM3 gene [nucleoplasm],ISG15 gene [nucleoplasm],RNASEL gene [nucleoplasm],XAF1 gene [nucleoplasm],RSAD2 gene [nucleoplasm],IFI35 gene [nucleoplasm],Class I MHC heavy chain genes [nucleoplasm],HLA-H gene [nucleoplasm],HLA-G gene [nucleoplasm],HLA-B gene [nucleoplasm],HLA-F gene [nucleoplasm],HLA-E gene [nucleoplasm],HLA-A gene [nucleoplasm],HLA-C gene [nucleoplasm],GBP2 gene [nucleoplasm],IFIT1 gene [nucleoplasm],PSMB8 gene [nucleoplasm],IFITM1 gene [nucleoplasm],IFIT2 gene [nucleoplasm],IFITM2 gene [nucleoplasm],MX GTPases genes [nucleoplasm],MX2 gene [nucleoplasm],MX1 gene [nucleoplasm],ISGF3 [nucleoplasm],p-STAT2:p-STAT1 [nucleoplasm],p-Y690-STAT2 [nucleoplasm],p-STAT1 [nucleoplasm],p-Y701-STAT1-2 [nucleoplasm],p-Y701-STAT1-1 [nucleoplasm],IRF9 [nucleoplasm]]"
STING mediated induction of host immune responses,DDX41 binds viral dsDNA ,R-HSA-3134822,"[DDX41 [cytosol],DDX41 viral ligand [cytosol]]",[DDX41:DDX41 ligand [cytosol]],[TRIM21 [cytosol]]
Interleukin-4 and Interleukin-13 signaling,"Expression of IL18, ALOX5",R-HSA-6797293,"[IL18 gene, ALOX5 gene [nucleoplasm]]","[IL18, ALOX5 [cytosol]]","[IL4, IL13 [extracellular region],IL4 [extracellular region],IL13 [extracellular region]]"
MyD88 dependent cascade initiated on endosome,MyD88 oligomerization within the complex of activated TLR 7/8 or 9 : MyD88,R-HSA-975098,"[MyD88 complexed with the activated TLR receptor [endosome membrane],MYD88 [cytosol]]",[oligo-MyD88:activated TLR7-9 [endosome membrane]],[]
Events associated with phagocytolytic activity of PMN cells,Membrane-bound myeloperoxidase (MPO) produces hypochlorous acid (HOCl),R-HSA-6789031,"[H2O2 [phagocytic vesicle lumen],Cl- [phagocytic vesicle lumen],H+ [phagocytic vesicle lumen]]","[H2O [phagocytic vesicle lumen],HOCl [phagocytic vesicle lumen]]","[MPO:ferriheme:bacterial cell surface [phagocytic vesicle lumen],MPO:ferriheme [phagocytic vesicle lumen],ferriheme b(1-) [phagocytic vesicle lumen],MPO dimer [phagocytic vesicle lumen],MPO (279-745) [phagocytic vesicle lumen],MPO (165-278) [phagocytic vesicle lumen],Cell surface [plasma membrane]]"
CLEC7A (Dectin-1) signaling,"p-Y753,Y759-PLCG2 translocates from cytosol to plasma membrane",R-HSA-5607755,"[p-Y753,Y759-PLCG2 [cytosol]]","[p-Y753,Y759-PLCG2 [plasma membrane]]",[]
Interleukin-20 family signaling,IL20RA binds IL20RB,R-HSA-448744,"[IL20RA:JAK1 [plasma membrane],IL20RB [plasma membrane]]",[IL20RA:JAK1:IL20RB [plasma membrane]],[]
Role of LAT2/NTAL/LAB on calcium mobilization,Phosphorylation of PIP2 to PIP3 by PI3K,R-HSA-2730870,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[p-10Y-NTAL:p-SHC1:GRB2:SOS:p-3Y-GAB2:PI3K [plasma membrane],PI3K [cytosol],PI3K-regulatory subunit [cytosol],PIK3R1 [cytosol],PIK3R2 [cytosol],PI3K-catalytic subunit [cytosol],PIK3CA [cytosol],PIK3CB [cytosol],p-10Y-NTAL:p-SHC1:GRB2:SOS:p-3Y-GAB2 [plasma membrane],p-10Y-NTAL:p-SHC1:GRB2:SOS [plasma membrane],p-SHC1:GRB2:SOS [cytosol],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol],p-Y239,Y240,Y317-SHC1-2 [cytosol],p-10Y-LAT2 [plasma membrane],p-Y452,Y476,Y584-GAB2 [cytosol],PI(3,4,5)P3 [plasma membrane]]"
MyD88 dependent cascade initiated on endosome,Multiple IRAK1 autophosphorylation steps within the complex pIRAK4:MyD88:activated TLR7/8 or 9,R-HSA-975125,"[ATP [cytosol],pp-IRAK1:p-IRAK4:oligo-MyD88:activated TLR 7/8 or 9 complex [endosome membrane]]","[p-3S,3T-IRAK1:p-S,2T-IRAK4:oligo-MyD88:activated TLR7/8 or 9 [endosome membrane],ADP [cytosol]]","[pp-IRAK1:p-IRAK4:oligo-MyD88:activated TLR 7/8 or 9 complex [endosome membrane],p-T209,T387-IRAK1 [endosome membrane],p-S,2T-IRAK4:oligo-MyD88:activated TLR7/8 or 9 receptor [endosome membrane],p-T342,T345,S346-IRAK4 [endosome membrane],oligo-MyD88:activated TLR7-9 [endosome membrane],Activated TLR7-9 homodimers [endosome membrane],TLR7 or TLR8:recognized ligand [endosome membrane],Ligands recognized by TLR7 and TLR8 [endosome membrane],Imidazoquinoline compounds [endosome membrane],R-848 [endosome membrane],IMIQ [endosome membrane],ssRNA [endosome membrane],TLR7 or TLR8 [endosome membrane],TLR8 dimer [endosome membrane],TLR8 [endosome membrane],C-ter TLR7 dimer [endosome membrane],TLR7(?-1049) [endosome membrane],C-ter TLR9 dimer:unmethylated CpG DNA [endosome membrane],C-ter-TLR9 dimer [endosome membrane],TLR9(?-1032) [endosome membrane],Unmethylated CpG DNA [endosome membrane],MyD88 oligomer [endosome membrane],MYD88 [endosome membrane]]"
CLEC7A (Dectin-1) signaling,K63polyUb-TAK1 autophosphorylates,R-HSA-5607732,"[p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers:TAB1:TAB2/TAB3:K63polyUb-34,158-TAK1 [plasma membrane],ATP [cytosol]]","[p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers:TAB1:TAB2/TAB3:K63polyUb-34,158-p3Y,1S-TAK1 [plasma membrane],ADP [cytosol]]","[p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers:TAB1:TAB2/TAB3:K63polyUb-34,158-TAK1 [plasma membrane],TAB1:TAB2/TAB3:K63polyUb-34,158-TAK1 [cytosol],TAB1 [cytosol],TAB2,TAB3 [cytosol],TAB2 [cytosol],TAB3 [cytosol],K63polyUb-34,158-TAK1 [cytosol],p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers [plasma membrane],p-T231-CARD9:BCL10:MALT1 oligomers [plasma membrane],MALT1 oligomer [cytosol],p-T231-CARD9:BCL10 oligomers [plasma membrane],p-T231-CARD9 oligomer [plasma membrane],BCL10 oligomer [cytosol],K63polyUb-TRAF6 oligomer [cytosol]]"
Regulation of Complement cascade,"CD55 (DAF) binds C3bBb, C4bC2a",R-HSA-981535,"[C4bC2a, C3bBb [plasma membrane],CD55 [plasma membrane]]",[CD55:C3 convertase complexes [plasma membrane]],[]
Interleukin-7 signaling,IL7:IL7R:JAK1 binds IL2RG:JAK3,R-HSA-449958,"[IL7:IL7R:JAK1 [plasma membrane],IL2RG:JAK3 [plasma membrane]]",[IL7:IL7R:JAK1:IL2RG:JAK3 [plasma membrane]],[]
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Expression of Plasminogen activator inhibitor 2,R-HSA-8950567,[SERPINB2 gene [nucleoplasm]],[SERPINB2 [extracellular region]],"[Y963-STAT4 dimer [nucleoplasm],p-Y693-STAT4 [nucleoplasm]]"
MAP2K and MAPK activation,IL17RD binds p-2S MAP2Ks and MAPKs,R-HSA-5674366,"[MAPKs [cytosol],p-2S MAP2K homo/heterodimers [cytosol],IL17RD [Golgi membrane]]",[IL17RD:p-2S MAP2Ks:MAPKs [Golgi membrane]],[]
RIP-mediated NFkB activation via ZBP1,RIP1 facilitates IKK complex phosphorylation,R-HSA-168910,"[ATP [cytosol],CHUK:IKBKB:IKBKG [cytosol]]","[IKBKG:p-S176,S180-CHUK:p-S177,S181-IKBKB [cytosol],ADP [cytosol]]","[dsDNA:ZBP1:RIP1:RIP3 [cytosol],RIPK1 [cytosol],dsDNA:ZBP1 [cytosol],ZBP1:ZBP1 [cytosol],ZBP1 [cytosol],ZBP1 ligand [cytosol],HCMV dsDNA [cytosol],HSV2 dsDNA [cytosol],RIPK3 [cytosol],viral dsRNA:TLR3:TICAM1:RIPK1 [endosome membrane],RIPK1 [endosome membrane],viral dsRNA:TLR3:TICAM1 [endosome membrane],viral dsRNA :TLR3 [endosome membrane],TLR3 ligand [endosome lumen],Rotavirus dsRNA [endosome lumen],Influenza A dsRNA intermediate form [endosome lumen],HCV dsRNA intermediate form [endosome lumen],HBV dsRNA intermediate form [endosome lumen],HSV1 dsRNA intermediate form [endosome lumen],TLR3 [endosome membrane],TICAM1 [endosome membrane]]"
Regulation of TLR by endogenous ligand,SFTPA/SFTPD binds TLR2:TLR1,R-HSA-5432814,"[SFTPA oligomer, SFTPD oligomer [extracellular region],TLR1:TLR2 [plasma membrane]]",[SFTPA/SFTPD:TLR2:TLR1 [plasma membrane]],[]
Interleukin-10 signaling,IL10 positively regulates extracellular inflammatory mediators,R-HSA-6785047,"[TNFRSF1A gene, TIMP1 gene [nucleoplasm]]","[TNFRSF1A(41-201),TIMP1 [extracellular region]]",[IL10 [extracellular region]]
Interleukin-27 signaling,EBI3:CANX binds IL27,R-HSA-8950342,"[CANX:EBI3 [endoplasmic reticulum lumen],IL27 [endoplasmic reticulum lumen]]",[CANX:EBI3:IL27 [endoplasmic reticulum lumen]],[]
IL-6-type cytokine receptor ligand interactions,CRLF1:CLCF1 binds CNTRF,R-HSA-5696490,"[CRLF1:CLCF1 [extracellular region],CNTFR [plasma membrane]]",[CNTFR:CRLF1:CLCF1 [plasma membrane]],[]
Pink/Parkin Mediated Mitophagy,LC3 binds the autophagosome membrane Atg5-Atg12 complex,R-HSA-5205663,"[LC3:K48polyUB Mitophagy Substrates:SQSTM1 [cytosol],ATG5:ATG12 [phagocytic vesicle membrane]]",[ATG5:ATG12:LC3:K48polyUB Mitophagy Substrates:SQSTM1 [phagocytic vesicle]],[]
Interleukin-20 family signaling,IL19:IL20RA:p‑JAK1:IL20RB binds STAT3,R-HSA-8982165,"[STAT3 [cytosol],IL19:IL20RA:p-JAK1:IL20RB [plasma membrane]]",[IL19:IL20RA:p-JAK1:IL20RB:STAT3 [plasma membrane]],[]
Interleukin-2 signaling,Phosphorylation of IL2RB Y338 enables SHC recruitment,R-HSA-452091,"[SHC1 [cytosol],IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]]","[IL2:IL2R trimer p-(Y338,392,510)-beta subunit:p-JAK1:JAK3:SHC [plasma membrane]]",[]
Interleukin receptor SHC signaling,Phosphorylated SHC1 recruits GRB2:GAB2,R-HSA-453104,"[Interleukin receptor complexes with activated SHC1 [plasma membrane],GRB2:GAB2 [cytosol]]",[Interleukin receptor compexes with activated Shc:GRB2:GAB2 [plasma membrane]],[]
FCGR3A-mediated phagocytosis,ABL phosphorylates WAVEs,R-HSA-2130194,"[ATP [cytosol],WRC:IRSp53/58:RAC1:GTP:PIP3 [plasma membrane]]","[ADP [cytosol],p-Y-WRC:IRSp53/58:RAC1:GTP:PIP3 [plasma membrane]]",[ABL1 [cytosol]]
ROS and RNS production in phagocytes,Nitric oxide oxidizes to nitrosyl ion,R-HSA-1222512,"[NO [cytosol],FeHM [cytosol]]","[NO+ [cytosol],heme [cytosol]]",[]
PDE3B signalling,"p-T309,S474-AKT2:PIP3 phosphorylates PDE3B",R-HSA-162363,"[PDE3B [cytosol],ATP [cytosol]]","[ADP [cytosol],p-S295-PDE3B [cytosol]]","[p-T309,S474-AKT2:PIP3 [plasma membrane],p-T309,S474-AKT2 [cytosol],PI(3,4,5)P3 [plasma membrane]]"
FCGR activation,Cross-linking of FCGRIIA with IgG-coated Ag,R-HSA-1861621,"[FCGR2A [plasma membrane],Antigen:IgG [plasma membrane]]",[IgG-Ag:FCGRIIA [plasma membrane]],[]
CD28 dependent Vav1 pathway,Activation of Cdc42 by pVav1,R-HSA-389350,"[GTP [cytosol],CDC42:GDP [cytosol]]","[GDP [cytosol],CDC42:GTP [plasma membrane]]","[p-Y142,160,174-VAV1:PIP3:CD28:GRB2 [plasma membrane],CD28:Grb2 [plasma membrane],phospho CD28:B7-1/B7-2 [plasma membrane],B7-1 homodimer/ B7-2 [plasma membrane],CD80 (B7-1) homodimer [plasma membrane],CD80 [plasma membrane],CD86 [plasma membrane],Phospho CD28 homodimer [plasma membrane],p-Y191-CD28 [plasma membrane],FYN,LCK [cytosol],FYN [cytosol],LCK [cytosol],GRB2-1 [cytosol],PI(3,4,5)P3 [plasma membrane],p-Y142,Y160,Y174-VAV1 [plasma membrane]]"
Toll Like Receptor 4 (TLR4) Cascade,TLR4:LY96:LPS:CD14 recruits TRAM (TICAM2),R-HSA-166168,"[MyrG-p-S16-TICAM2 [endosome membrane],TLR4:LY96:LPS:CD14 [endosome membrane]]",[TRAM:TLR4:LY96:LPS:CD14 [endosome membrane]],[]
MHC class II antigen presentation,Trafficking of nonameric complex in the endocytic pathway,R-HSA-2213235,[Nonameric complex [endocytic vesicle membrane]],[Nonameric complex [lysosomal membrane]],[]
Interleukin-37 signaling,IL37 binds  IL18R1,R-HSA-8848335,"[IL37,IL37(?-218) [extracellular region],IL18R1 [plasma membrane]]","[IL18R1:IL37,IL37(?-218) [plasma membrane]]",[]
Toll Like Receptor 4 (TLR4) Cascade,CD14:LPS binds CR3,R-HSA-2559439,"[LPS:CD14 [extracellular region],Integrin alphaMbeta2 [plasma membrane]]",[LPS:CD14:CR3 [plasma membrane]],[]
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,Recruitment of IKK complex,R-HSA-933539,"[viral dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain [mitochondrial outer membrane],CHUK:IKBKB:IKBKG [cytosol]]",[dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain:IKK complex [mitochondrial outer membrane]],[]
Toll Like Receptor TLR6:TLR2 Cascade,TLR6/2 ligand associates with CD14 and CD36 within lipid rafts,R-HSA-2559464,"[4xPalmC-CD36 [plasma membrane],GPIN-CD14(20-345) [plasma membrane],TLR6:TLR2 recognized ligand [extracellular region]]",[TLR6/2 ligand:CD14:CD36 [plasma membrane]],[]
Interleukin-2 signaling,Recruited STAT5 is phosphorylated,R-HSA-452097,"[IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3:STAT5 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IL2:IL2R trimer p-(Y338,Y392, Y510) beta subunit:p-JAK1:JAK3:p-STAT5 [plasma membrane]]","[IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3:STAT5 [plasma membrane],IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane],IL2RG:JAK3 [plasma membrane],JAK3 [cytosol],IL2RG [plasma membrane],p-Y-JAK1 [cytosol],IL2RA [plasma membrane],p-Y364,Y418,Y536-IL2RB [plasma membrane],IL2 [extracellular region],STAT5A,STAT5B [cytosol],STAT5B [cytosol],STAT5A [cytosol]]"
MHC class II antigen presentation,Generation of CLIP from lip10,R-HSA-2130349,[MHC II:lip10 nonamer [lysosomal membrane]],[MHC II:CLIP [lysosomal membrane]],"[Cathepsin [lysosomal lumen],CTSC(25-134) [lysosomal lumen],CTSB(80-333) [lysosomal lumen],CTSK [lysosomal lumen],CTSO [lysosomal lumen],CTSH(116-335) [lysosomal lumen],CTSA(29-480) [lysosomal lumen],CTSE(54-401) [lysosomal lumen],CTSS [lysosomal lumen],CTSL2 [lysosomal lumen],CTSD(65-412) [lysosomal lumen],CTSL1(114-288) [lysosomal lumen],CTSF [lysosomal lumen]]"
Aggrephagy,PolyUb-Misfolded proteins bind vimentin to form aggresome,R-HSA-9646679,"[Poly-vimentin [microtubule organizing center],PolyUb-Misfolded Proteins:HDAC6:Microtubule:Dynein complex [microtubule organizing center]]",[Poly-vimentin:PolyUb-Misfolded Proteins:HDAC6:Microtubule:Dynein complex [microtubule organizing center]],[]
Interleukin-20 family signaling,"IL22:IL22RA1:JAK1:IL10RB:TYK2 phosphorylates JAK1,TYK2",R-HSA-8987042,"[IL22:IL22RA1:JAK1:IL10RB:TYK2 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IL22:IL22RA1:p-JAK1:IL10RB:p-TYK2 [plasma membrane]]","[IL22:IL22RA1:JAK1:IL10RB:TYK2 [plasma membrane],IL22:IL22RA1:JAK1 [plasma membrane],IL22RA1:JAK1 [plasma membrane],JAK1 [cytosol],IL22RA1 [plasma membrane],IL22 [extracellular region],IL10RB:TYK2 [plasma membrane],IL10RB [plasma membrane],TYK2 [cytosol]]"
