ReactionID,ReactionName,DiseaseID,DiseaseName
R-HSA-180725,Rev associates with B23,526,Human immunodeficiency virus infectious disease
R-HSA-180728,Association of Ran-GTP with importin-beta,526,Human immunodeficiency virus infectious disease
R-HSA-180732,Translocation of Rev:importin-beta:B23 to the nucleus,526,Human immunodeficiency virus infectious disease
R-HSA-200858,Nef Binds and activates the Src-family tyrosine kinase Hck,526,Human immunodeficiency virus infectious disease
R-HSA-200954,Nef Binds and activates the Src-family tyrosine kinase Lck,526,Human immunodeficiency virus infectious disease
R-HSA-200952,"Nef binds a ternary complex comprising DOCK2 guanine nucleotide exchange factor for small Rho-family GTPase Rac, its cofactor ELMO1, and Rac, and activates Rac through this interaction",526,Human immunodeficiency virus infectious disease
R-HSA-164943,Nef mediated activation of the T-cell receptor,526,Human immunodeficiency virus infectious disease
R-HSA-200908,Nef Binds and activates the Src-family tyrosine kinase Fyn,526,Human immunodeficiency virus infectious disease
R-HSA-167537,Formation of CD4:Nef:AP-2 Complex:v-ATPase Complex,526,Human immunodeficiency virus infectious disease
R-HSA-167601,Degradation of CD4,526,Human immunodeficiency virus infectious disease
R-HSA-167566,Nef mediated disruption of CD4:Lck Complex,526,Human immunodeficiency virus infectious disease
R-HSA-200879,Formation of a Nef:ARF1:CD4 complex,526,Human immunodeficiency virus infectious disease
R-HSA-167597,Internalization of the CD4:Nef:AP-2 Complex:v-ATPase Complex,526,Human immunodeficiency virus infectious disease
R-HSA-182198,Internalization of the CD8:Nef:AP-2 Complex:v-ATPase Complex,526,Human immunodeficiency virus infectious disease
R-HSA-182186,Formation of CD8:Nef:AP-2 Complex:v-ATPase Complex,526,Human immunodeficiency virus infectious disease
R-HSA-182171,Degradation of CD8,526,Human immunodeficiency virus infectious disease
R-HSA-167633,Formation of Nef:Cd28:Clathrin-coated Pit Adapter Protein complex,526,Human immunodeficiency virus infectious disease
R-HSA-167637,Internalization of Nef:CD28:Clathrin-Coated Pit Adapter Protein Complex,526,Human immunodeficiency virus infectious disease
R-HSA-167630,Formation of Nef CD28 cytoplasmic tail complex,526,Human immunodeficiency virus infectious disease
R-HSA-182243,Formation of MHC I:Nef Complex,526,Human immunodeficiency virus infectious disease
R-HSA-182279,Formation of MHC I:Nef:AP-1:PACS-1 Complex,526,Human immunodeficiency virus infectious disease
R-HSA-182263,Degradation of MHC I Complex,526,Human immunodeficiency virus infectious disease
R-HSA-182286,Transport of MHC I:Nef:AP-1:PACS-1 Complex,526,Human immunodeficiency virus infectious disease
R-HSA-180602,Association of Vif with APOBEC3G,526,Human immunodeficiency virus infectious disease
R-HSA-180555,Association of APOBEC3G:Vif with the Cul5-SCF complex,526,Human immunodeficiency virus infectious disease
R-HSA-180603,Proteosome-mediated degradation of APOBEC3G,526,Human immunodeficiency virus infectious disease
R-HSA-180540,Multi-ubiquitination of APOBEC3G,526,Human immunodeficiency virus infectious disease
R-HSA-8936356,GUCY2C trimer binds sta1,12384,dysentery
R-HSA-5210959,Endocytosis of EF:LF:PA63:ANTXR2 (plasma membrane to endosome membrane),7427,anthrax disease
R-HSA-5211405,Anthrax LF cleaves target cell MAP2K6 (MEK6),7427,anthrax disease
R-HSA-5210892,EF and LF bind to PA63:ANTXR2 oligomer,7427,anthrax disease
R-HSA-5211340,Anthrax LF cleaves target cell MAP2K1 (MEK1),7427,anthrax disease
R-HSA-5210923,EF and LF bind to PA63:ANTXR1 oligomer,7427,anthrax disease
R-HSA-5210921,PA83 binds ANTXR1,7427,anthrax disease
R-HSA-5211400,Anthrax LF cleaves target cell MAP2K3 (MEK3),7427,anthrax disease
R-HSA-5210918,PA83 binds ANTXR2,7427,anthrax disease
R-HSA-5210947,PA63:ANTRX1 oligomer transports EF and LF (target cell endosome to cytosol),7427,anthrax disease
R-HSA-5210912,Furin cleaves ANTXR2-bound PA83 to yield PA63,7427,anthrax disease
R-HSA-5210944,Endocytosis of EF:LF:PA63:ANTXR1 (plasma membrane to endosome membrane),7427,anthrax disease
R-HSA-5210943,PA63:ANTRX2 oligomer transports EF and LF (target cell endosome to cytosol),7427,anthrax disease
R-HSA-5211391,Anthrax LF cleaves target cell MAP2K4 (MEK4),7427,anthrax disease
R-HSA-5210909,ANTXR1-bound PA63 forms oligomers,7427,anthrax disease
R-HSA-5211356,Anthrax LF cleaves target cell MAP2K2 (MEK2),7427,anthrax disease
R-HSA-5211387,Anthrax LF cleaves target cell MAP2K7 (MEK7),7427,anthrax disease
R-HSA-5211224,Anthrax EF catalyzes the conversion of ATP to cAMP,7427,anthrax disease
R-HSA-5210935,Furin cleaves ANTXR1-bound PA83 to yield PA63,7427,anthrax disease
R-HSA-5210932,ANTXR2-bound PA63 forms oligomers,7427,anthrax disease
R-HSA-5228941,Transcytosis and dissociation of BoNT/E:NTNHA,11976,botulism
R-HSA-194800,BoNT/E LC cleaves target cell SNAP25,11976,botulism
R-HSA-5244500,BoNT/E:SV2:GT1b internalized from target cell plasma membrane to synaptic vesicle membrane,11976,botulism
R-HSA-5244503,BoNT/E HC:LC binds SV2A or B and GT1b on the target cell surface,11976,botulism
R-HSA-5244506,BoNT/E HC transports BoNT/E LC from target cell synaptic vesicle membrane into cytosol,11976,botulism
R-HSA-5250880,BoNT/F HC:LC binds SV2A or B or C and GT1b on the target cell surface,11976,botulism
R-HSA-5250884,BoNT/F HC transports BoNT/F LC from target cell synaptic vesicle membrane into cytosol,11976,botulism
R-HSA-194808,BoNT/F LC cleaves target cell VAMP1,11976,botulism
R-HSA-5250875,BoNT/F:SV2:GT1b internalized from target cell plasma membrane to synaptic vesicle membrane,11976,botulism
R-HSA-5250892,BoNT/F LC cleaves target cell VAMP2,11976,botulism
R-HSA-5228411,Clathrin-mediated endocytosis of TeNT HC:LC:gangliosides,11338,tetanus
R-HSA-5228408,Retrograde transport of internalized TeNT HC:LC:gangliosides,11338,tetanus
R-HSA-5228407,TeNT HC:LC binds target cell-surface gangliosides,11338,tetanus
R-HSA-5228406,TeNT HC transports TeNT LC from target cell endosome membrane into cytosol,11338,tetanus
R-HSA-5228578,TeNT LC cleaves target cell VAMP2,11338,tetanus
R-HSA-5228943,Transcytosis and dissociation of BoNT/A:NTNHA:HA,11976,botulism
R-HSA-194818,BoNT/A LC cleaves target cell SNAP25,11976,botulism
R-HSA-5244424,BoNT/A:SV2:GT1b internalized from target cell plasma membrane to synaptic vesicle membrane,11976,botulism
R-HSA-5244428,BoNT/A HC transports BoNT/A LC from target cell synaptic vesicle membrane into cytosol,11976,botulism
R-HSA-5244415,"BoNT/A HC:LC binds SV2A, B, or C and GT1b on the target cell surface",11976,botulism
R-HSA-5246514,BoNT/C HC transports BoNT/C LC from target cell synaptic vesicle membrane to cytosol,11976,botulism
R-HSA-5246506,BoNT/C HC:LC binds GT1b on the target cell surface,11976,botulism
R-HSA-194793,BoNT/C LC cleaves target cell SNAP25,11976,botulism
R-HSA-5246509,BoNT/C:GT1b internalized from target cell plasma membrane to synaptic vesicle membrane,11976,botulism
R-HSA-181567,BoNT/C LC cleaves target cell STX1,11976,botulism
R-HSA-5250600,BoNT/D:SV2:GD2 internalized from target cell plasma membrane to synaptic vesicle membrane,11976,botulism
R-HSA-5250616,BoNT/D HC transports BoNT/D LC from target cell synaptic vesicle membrane into cytosol,11976,botulism
R-HSA-194809,BoNT/D LC cleaves target cell VAMP1,11976,botulism
R-HSA-5250606,BoNT/D LC cleaves target cell VAMP2,11976,botulism
R-HSA-5250607,BoNT/D HC:LC binds SV2A or B or C and GD2 on the target cell surface,11976,botulism
R-HSA-5250978,BoNT/G LC cleaves target cell VAMP1,11976,botulism
R-HSA-5250962,BoNT/G LC cleaves target cell VAMP2,11976,botulism
R-HSA-5250979,BoNT/G:SYT1:GT1b internalized from target cell plasma membrane to synaptic vesicle membrane,11976,botulism
R-HSA-5250986,BoNT/G HC:LC binds SYT1 and GT1b on the target cell surface,11976,botulism
R-HSA-5250972,BoNT/G HC transports BoNT/G LC from target cell synaptic vesicle membrane into cytosol,11976,botulism
R-HSA-5244402,BoNT/B:SYT:GT1b internalized from target cell plasma membrane to synaptic vesicle membrane,11976,botulism
R-HSA-5228940,Transcytosis and dissociation of BoNT/B:NTNHA:HA,11976,botulism
R-HSA-5244404,BoNT/B HC transports BoNT/B LC from target cell synaptic vesicle membrane into cytosol,11976,botulism
R-HSA-5244397,BoNT/B HC:LC binds SYT1 or 2 and GT1b on the target cell surface,11976,botulism
R-HSA-194796,BoNT/B LC cleaves target cell VAMP2,11976,botulism
R-HSA-5336417,DT A:B binds HBEGF and CD9 on the target cell surface,11405,diphtheria
R-HSA-5336421,DT fragment A ADP-ribosylates target cell EEF,11405,diphtheria
R-HSA-5336420,DT fragment B transports DT fragment A from target cell endosome membrane,11405,diphtheria
R-HSA-5336422,Clathrin-mediated endocytosis of DT:HBEGF:CD9,11405,diphtheria
R-HSA-5336413,DT:HBEGF:CD9 is transported from clathrin-coated vesicle to endosome,11405,diphtheria
R-HSA-9610867,HCMV Binds Host Cell Receptor - Endocytic Pathway,934,viral infectious disease
R-HSA-9614816,Latent Transcriptinally Repressed HCMV Genome,934,viral infectious disease
R-HSA-9614369,Transport of HCMV DNA Into the Nucleus,934,viral infectious disease
R-HSA-9621073,Immediate Early (IE) Gene Expression,0050117,disease by infectious agent
R-HSA-9611158,Fusion of HCMV Envelope with Plasma Membrane,934,viral infectious disease
R-HSA-9614343,Viral UL47:UL48 Proteins Bind HCMV Tegumented Virion to Host Microtuble and Dynein complexs,934,viral infectious disease
R-HSA-9614810,Activation of Latent HCMV Genome,934,viral infectious disease
R-HSA-9611147,Endocytic Uptake of HCMV Virion,934,viral infectious disease
R-HSA-9614811,Transcriptional Activation of the HCMV Genome,934,viral infectious disease
R-HSA-9623096,Delayed Early (DE) Gene Expression,0050117,disease by infectious agent
R-HSA-9609689,HCMV Binds to the Host Cell via heparan sulfate proteoglycans (HSPG),934,viral infectious disease
R-HSA-9614367,HCMV Nuclear Pore Docking,934,viral infectious disease
R-HSA-9640368,Addition of Tegument to HCMV Nucleocapsid C,934,viral infectious disease
R-HSA-9610388,HCMV translocates from the endosome lumen to the extracellular region,934,viral infectious disease
R-HSA-9610942,HCMV Formation of Final Envelopment Complex,934,viral infectious disease
R-HSA-9624033,Initiation of HCMV DNA Replication,0050117,disease by infectious agent
R-HSA-9636128,"Translocation of SCP, Triplex (TRI) complex, CVC complex, and Accessory Proteins from the cytoplasm into the nucleous",934,viral infectious disease
R-HSA-9610954,HCMV Final Envelopment,934,viral infectious disease
R-HSA-9629004,Transport of MCP:pPR-AP:pAP Complex into the Nucleous,934,viral infectious disease
R-HSA-192677,Newly synthesized vRNP for export,8469,influenza
R-HSA-192746,Binding of M1 to vRNP,8469,influenza
R-HSA-168893,Binding of NEP/NS2 to vRNP:M1,8469,influenza
R-HSA-168880,vRNP Export through the nuclear pore,8469,influenza
R-HSA-168857,Binding of vRNP:M1:NEP complex to CRM1 export receptor,8469,influenza
R-HSA-168285,Clathrin-Mediated Pit Formation And Endocytosis Of The Influenza Virion,8469,influenza
R-HSA-168272,Binding of the influenza virion to the host cell,8469,influenza
R-HSA-192704,Synthesis of PB1-F2,8469,influenza
R-HSA-192841,Viral Protein Synthesis,8469,influenza
R-HSA-192627,Viral mRNA Export,8469,influenza
R-HSA-168326,Assembly of an Active Transcription Complex,8469,influenza
R-HSA-168280,Priming and Initiation of Transcription,8469,influenza
R-HSA-168301,"Elongation, Polyadenylation and Termination",8469,influenza
R-HSA-192781,"Viral mRNA Splicing (M, NS segments)",8469,influenza
R-HSA-192925,Export of Spliced Viral mRNA,8469,influenza
R-HSA-192832,Initiation of cRNA Synthesis,8469,influenza
R-HSA-192624,cRNA Extension,8469,influenza
R-HSA-192912,NP binds vRNA,8469,influenza
R-HSA-192830,Viral Polymerase Assembly,8469,influenza
R-HSA-192851,vRNA Extension,8469,influenza
R-HSA-192916,Initiation of vRNA Synthesis,8469,influenza
R-HSA-168891,Binding of NS1 to dsRNA,8469,influenza
R-HSA-168883,Binding of NS1 to poly(A)-binding protein II (PABII),8469,influenza
R-HSA-168859,Binding of NS1 to cleavage and host polyadenylation specificity factor (CPSF),8469,influenza
R-HSA-168896,Binding of NS1 to PKR,8469,influenza
R-HSA-1176059,Translocation of Influenza A virus nonstructural protein 1 (NS1A) into the nucleus,8469,influenza
R-HSA-6791035,Release of NS1 homodimer,8469,influenza
R-HSA-168865,NA activation of TGF-beta,8469,influenza
R-HSA-168878,"PB1-F2 binds to the mitochondrial adenine nucleotide translocator 3 ANT3, inducing apoptosis",8469,influenza
R-HSA-168306,Concerted hemagglutinin pore formation,8469,influenza
R-HSA-168324,Conformation change in hemagglutinin freeing the fusion peptide of HA2,8469,influenza
R-HSA-168312,Fusion of the influenza virion HA2 protein transmembrane domain to the host cell endosome membrane,8469,influenza
R-HSA-168299,Ribonucleoprotein release from M1 proteins,8469,influenza
R-HSA-168313,Virion-associated M2 protein mediated ion infusion,8469,influenza
R-HSA-168337,Docking and transport of the RNP:Karyopherin complex through the nuclear pore,8469,influenza
R-HSA-168310,Release of the RNP into the host cell nucleus,8469,influenza
R-HSA-168297,Recognition of the Nuclear Localization Signal (NLS) by a Karyopherin Alpha Family Protein,8469,influenza
R-HSA-168317,Recruitment of Karyopherin Beta to form a Trimeric Complex,8469,influenza
R-HSA-168870,Neuraminidase enzymatic release from sialic acid,8469,influenza
R-HSA-168860,Membrane fusion,8469,influenza
R-HSA-195926,Association with M1 at cell membrane,8469,influenza
R-HSA-168895,RNP association,8469,influenza
R-HSA-188544,Assembly of M2 tetramers,8469,influenza
R-HSA-169921,Glycosylation and Folding of HA,8469,influenza
R-HSA-168871,"Fusion of vesicle containing the HA trimer, NA tetramer and M2 tetramer to the Golgi apparatus",8469,influenza
R-HSA-168869,"Budding of vesicle with the HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum into the cytosol",8469,influenza
R-HSA-168875,Trimerization of HA,8469,influenza
R-HSA-195726,Association of  NA into rafts,8469,influenza
R-HSA-168882,Association of NP into rafts,8469,influenza
R-HSA-195730,Transport of processed viral proteins to the cell membrane,8469,influenza
R-HSA-195734,Neuraminidase (NA) synthesis,8469,influenza
R-HSA-169847,Assembly of NA tetramers,8469,influenza
R-HSA-168884,Hemagglutinin (HA) protein synthesis,8469,influenza
R-HSA-195733,M2 protein synthesis,8469,influenza
R-HSA-168858,Palmitoylation of cysteine residues on HA in the cis-Golgi network,8469,influenza
R-HSA-195739,Palmitoylation of cysteine residues on M2 in the cis-golgi network,8469,influenza
R-HSA-168862,Association of HA into rafts,8469,influenza
R-HSA-168894,Accumulation of M1 at the inner leaflet of the lipid bilayer,8469,influenza
R-HSA-169919,Glycosylation of NA,8469,influenza
R-HSA-1222704,KatG reduces H2O2,399,tuberculosis
R-HSA-1222469,SodC reduces superoxide to H2O2,399,tuberculosis
R-HSA-1222341,H2O2 gets scavenged by unsaturated lipid,399,tuberculosis
R-HSA-1222346,AhpC reduces H2O2,399,tuberculosis
R-HSA-1222523,SodB gets secreted,399,tuberculosis
R-HSA-1222462,SodB reduces superoxide to H2O2,399,tuberculosis
R-HSA-1222526,AhpC reduces peroxidated lipids,399,tuberculosis
R-HSA-1222738,Carboxymycobactin gets secreted,399,tuberculosis
R-HSA-1222722,Mycobactin is exported,399,tuberculosis
R-HSA-1222641,Carboxymycobactin binds LTF:2xFe3+:2xCO3(2-),399,tuberculosis
R-HSA-8951549,Carbocymycobactin binds Fe3+ from LTF:2xFe3+:2xCO3(2-),399,tuberculosis
