PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Activated Adenylyl cyclase synthesizes cyclic AMP,R-HSA-381607,[ATP [cytosol]],"[PPi [cytosol],cAMP [cytosol]]","[ADCY5,6,8:G-alpha(s):GTP [plasma membrane],G alpha (s):GTP [plasma membrane],GNAS [plasma membrane],GNAS1 [plasma membrane],GNAS2 [plasma membrane],GTP [cytosol],Adenylyl cyclase (pancreatic beta cell) [plasma membrane],ADCY6 [plasma membrane],ADCY8 [plasma membrane],ADCY5 [plasma membrane]]"
Glycogen breakdown (glycogenolysis),"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",R-HSA-453358,"[Pi [cytosol],poly((1,4)-alpha-glucosyl)GYG1 dimer [cytosol]]","[G1P [cytosol],GYG1 dimer [cytosol]]","[active PYGM and PYGB dimers [cytosol],PGYB b dimer:AMP [cytosol],AMP [cytosol],PXLP-PYGB [cytosol],PGYB dimer a form [cytosol],PXLP-p-S14-PYGB [cytosol],PGYM b dimer:AMP [cytosol],PXLP-PYGM [cytosol],PGYM dimer a form [cytosol],PXLP-p-S15-PYGM [cytosol]]"
Synthesis of PE,PS is decarboxylated to PE by PISD,R-HSA-1483212,[PS [mitochondrial inner membrane]],"[PE [mitochondrial inner membrane],CO2 [mitochondrial matrix]]","[PISD:Pyruvoyl [mitochondrial inner membrane],Pyruvoyl [mitochondrial inner membrane],PISD(378-409) [mitochondrial inner membrane],PISD(1-377) [mitochondrial inner membrane]]"
Glycine degradation,DLD dimer:2xFAD oxidises GCSH:DHLL to GCSH:lipoate,R-HSA-5694018,"[GCSH:DHLL [mitochondrial matrix],NAD+ [mitochondrial matrix]]","[lipoyl-K107-GCSH [mitochondrial matrix],H+ [mitochondrial matrix],NADH [mitochondrial matrix]]","[DLD dimer:2xFAD [mitochondrial matrix],DLD [mitochondrial matrix],FAD [mitochondrial matrix]]"
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,"5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol is translocated from the cytosol to the mitochondrial matrix",R-HSA-193774,"[5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol [cytosol]]","[5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol [mitochondrial matrix]]",[]
Oleoyl-phe metabolism,PM20D1 hydrolyzes oleoyl-phe,R-HSA-9673054,"[H2O [extracellular region],oleoyl-Phe [extracellular region]]","[L-Phe [extracellular region],oleate [extracellular region]]",[PM20D1 [extracellular region]]
Branched-chain amino acid catabolism,methylmalonyl semialdehyde + NADH + H+ <=> beta-hydroxyisobutyrate + NAD+,R-HSA-508473,"[H+ [mitochondrial matrix],2M3OPROA [mitochondrial matrix],NADH [mitochondrial matrix]]","[NAD+ [mitochondrial matrix],bHIBA [mitochondrial matrix]]","[HIBADH tetramer [mitochondrial matrix],HIBADH [mitochondrial matrix]]"
Purine ribonucleoside monophosphate biosynthesis,CAIR + Aspartate + ATP => SAICAR + ADP + Pi,R-HSA-73805,"[ATP [cytosol],L-Asp [cytosol],CAIR [cytosol]]","[Pi [cytosol],ADP [cytosol],SAICAR [cytosol]]","[PAICS octamer [cytosol],PAICS [cytosol]]"
Synthesis of Leukotrienes (LT) and Eoxins (EX),LTD4 is converted to LTE4 by DPEP1/2,R-HSA-266012,"[LTD4 [extracellular region],H2O [extracellular region]]","[Gly [extracellular region],LTE4 [extracellular region]]","[DPEP1,2,3 dimers [plasma membrane],DPEP3 dimer [plasma membrane],Zn2+ [cytosol],DPEP3 [plasma membrane],DPEP2 dimer [plasma membrane],DPEP2 [plasma membrane],DPEP1 dimer [plasma membrane],DPEP1 [plasma membrane]]"
Purine salvage,N6-methyl-AMP + H2O => IMP + methylamine,R-HSA-2161187,"[H2O [cytosol],N6-methyl-AMP [cytosol]]","[methylamine [cytosol],IMP [cytosol]]","[ADAL:Zn [cytosol],Zn2+ [cytosol],ADAL [cytosol]]"
Heme biosynthesis,UROS transforms HMB to URO3,R-HSA-189488,[HMBL [cytosol]],"[URO3 [cytosol],H2O [cytosol]]",[UROS [cytosol]]
Purine ribonucleoside monophosphate biosynthesis,"IMP + H2O + NAD+ => XMP + NADH + H+ [IMPDH1,2]",R-HSA-73794,"[H2O [cytosol],IMP [cytosol],NAD+ [cytosol]]","[H+ [cytosol],XMP [cytosol],NADH [cytosol]]","[IMPDH tetramers [cytosol],IMP (inosine monophosphate) dehydrogenase 2 tetramer [cytosol],IMPDH2 [cytosol],IMP (inosine monophosphate) dehydrogenase 1 tetramer [cytosol],IMPDH1 [cytosol],XMP [cytosol]]"
Synthesis of Leukotrienes (LT) and Eoxins (EX),EXA4 is converted to EXC4 by LTC4S,R-HSA-2161768,"[GSH [cytosol],EXA4 [cytosol]]",[EXC4 [cytosol]],"[ALOX5:ALOX5AP:LTC4S [nuclear envelope],ALOX5AP trimer [nuclear envelope],ALOX5AP [nuclear envelope],p-S272-ALOX5:Ca2+:Fe2+ [nuclear envelope],Ca2+ [nuclear envelope],Fe2+ [nuclear envelope],p-S272-ALOX5 [nuclear envelope],LTC4S trimer [nuclear envelope],LTC4S [nuclear envelope]]"
Glycogen breakdown (glycogenolysis),PGM:Mg2+ isomerise G1P to G6P,R-HSA-70427,[G1P [cytosol]],[G6P [cytosol]],"[PGM:Mg2+ [cytosol],PGM2:Mg2+ [cytosol],Mg2+ [cytosol],PGM2 [cytosol],PGM2L1:Mg2+ [cytosol],PGM2L1 [cytosol]]"
Pentose phosphate pathway,xylulose 5-phosphate + D-erythrose 4-phosphate <=> D-glyceraldehyde 3-phosphate + D-fructose 6-phosphate,R-HSA-71335,"[XY5P [cytosol],E4P [cytosol]]","[GA3P [cytosol],Fru(6)P [cytosol]]","[TKT dimer [cytosol],Mg2+ [cytosol],TKT [cytosol],ThDP [cytosol]]"
Lactose synthesis,B4GALT1 binds LALBA,R-HSA-5653886,"[LALBA [Golgi lumen],B4GALT1 [Golgi membrane]]",[B4GALT1:LALBA [Golgi membrane]],"[Mn2+ [Golgi lumen],UDP-Gal [Golgi lumen]]"
Purine salvage,"GMP + NADPH + H+ => IMP + NADP+ + NH4+ (GMPR,GMPR2)",R-HSA-514604,"[H+ [cytosol],guanosine 5'-monophosphate [cytosol],NADPH [cytosol]]","[NADP+ [cytosol],IMP [cytosol],NH4+ [cytosol]]","[GMPR tetramers [cytosol],GMPR2 tetramer [cytosol],GMPR2 [cytosol],GMPR tetramer [cytosol],GMPR [cytosol]]"
Gluconeogenesis,oxaloacetate + glutamate <=> aspartate + alpha-ketoglutarate [GOT2],R-HSA-70613,"[OAA [mitochondrial matrix],L-Glu [mitochondrial matrix]]","[2OG [mitochondrial matrix],L-Asp [mitochondrial matrix]]","[GOT2 dimer [mitochondrial matrix],PXLP-K279-GOT2 [mitochondrial matrix]]"
Activation of gene expression by SREBF (SREBP),"SREBP1A,2 binds the SQLE promoter",R-HSA-2426151,"[NF-Y [nucleoplasm],SQLE gene [nucleoplasm],SREBP1A,2 dimer [nucleoplasm]]","[SREBP1A,2:SQLE gene [nucleoplasm]]",[]
Endogenous sterols,CYP11B2 18-hydroxylates CORST to 18HCORST,R-HSA-193995,"[O2 [mitochondrial matrix],H+ [mitochondrial matrix],CORST [mitochondrial matrix],NADPH [mitochondrial matrix]]","[18HCORST [mitochondrial matrix],NADP+ [mitochondrial matrix],H2O [mitochondrial matrix]]",[CYP11B2 [mitochondrial inner membrane]]
Retinoid metabolism and transport,AKRs reduce RBP2:atRAL to RBP2:atROL,R-HSA-2855252,"[H+ [cytosol],RBP2:atRAL [cytosol],NADPH [cytosol]]","[NADP+ [cytosol],RBP2:atROL [cytosol]]","[AKRs [cytosol],AKR1B10 [cytosol],AKR1C3 [cytosol],AKR1C4 [cytosol],AKR1C1 [cytosol]]"
Acetylcholine regulates insulin secretion,Muscarinic Acetylcholine Receptor M3 activates Gq,R-HSA-399995,"[G-alpha(q)11,14,15,Q:GDP:G-beta:G-gamma [plasma membrane],GTP [cytosol]]","[GDP [cytosol],G-alpha(q)11,14,15,Q:G-beta:G-gamma [plasma membrane]]","[Muscarinic Acetylcholine Receptor M3:Acetylcholine Complex [plasma membrane],CHRM3 [plasma membrane],AcCho [plasma membrane]]"
PIPs transport between plasma and early endosome membranes,"PI(3,4)P2 is transported from the plasma membrane to the early endosome membrane",R-HSA-1675834,"[PI(3,4)P2 [plasma membrane]]","[PI(3,4)P2 [early endosome membrane]]",[]
Retinoid metabolism and transport,atREs binds to nascent CM,R-HSA-2395764,"[nascent CM [cytosol],atREs [cytosol]]",[nascent CM:atREs [cytosol]],[]
Acyl chain remodelling of PC,2-acyl LPC is acylated to PC by LPCAT,R-HSA-1482533,"[acyl-CoA [cytosol],2-acyl LPC [endoplasmic reticulum membrane]]","[PC [endoplasmic reticulum membrane],CoA-SH [cytosol]]","[LPCAT [endoplasmic reticulum membrane],LPCAT1 [endoplasmic reticulum membrane],LPCAT2 [endoplasmic reticulum membrane],LPCAT3 [endoplasmic reticulum membrane],MBOAT2 [endoplasmic reticulum membrane],LPCAT4 [endoplasmic reticulum membrane]]"
Creatine metabolism,arginine + glycine => ornithine + guanidoacetate,R-HSA-71275,"[L-Arg [mitochondrial intermembrane space],Gly [mitochondrial intermembrane space]]","[GAA [mitochondrial intermembrane space],L-Orn [mitochondrial intermembrane space]]","[GATM dimer [mitochondrial intermembrane space],GATM [mitochondrial intermembrane space]]"
PI5P Regulates TP53 Acetylation,"PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers in the nucleus",R-HSA-6811522,"[PI5P [nucleoplasm],ATP [nucleoplasm]]","[ADP [nucleoplasm],PI(4,5)P2 [nucleoplasm]]","[PIP4K2 dimers [nucleoplasm],PIP4K2B:PIP4K2C [nucleoplasm],PIP4K2B [nucleoplasm],PIP4K2C [nucleoplasm],PIP4K2C:PIP4K2C [nucleoplasm],PIP4K2A:PIP4K2C [nucleoplasm],PIP4K2A [nucleoplasm],PIP4K2A:PIP4K2A [nucleoplasm],PIP4K2B:PIP4K2B [nucleoplasm],PIP4K2A:PIP4K2B [nucleoplasm]]"
Urea cycle,ASS1 tetramer:NMRAL1 dimer:NADPH transforms L-Asp and L-Cit to ARSUA,R-HSA-70577,"[ATP [cytosol],L-Asp [cytosol],L-Cit [cytosol]]","[PPi [cytosol],ARSUA [cytosol],AMP [cytosol]]","[ASS1 tetramer:NMRAL1 dimer:NADPH [cytosol],NMRAL1 dimer:NADPH [cytosol],NADPH [cytosol],NMRAL1 [cytosol],ASS1 tetramer [cytosol],ASS1 [cytosol]]"
Glycosphingolipid metabolism,"SUMF2 binds SUMF1, inhibiting SUMF1-mediated activation of arylsulfatases",R-HSA-1614336,"[SUMF2 [endoplasmic reticulum lumen],SUMF1 [endoplasmic reticulum lumen]]",[SUMF1:SUMF2 [endoplasmic reticulum lumen]],[]
Glycogen synthesis,PGM:Mg2+ isomerise G6P to G1P,R-HSA-70272,[G6P [cytosol]],[G1P [cytosol]],"[PGM:Mg2+ [cytosol],PGM2:Mg2+ [cytosol],Mg2+ [cytosol],PGM2 [cytosol],PGM2L1:Mg2+ [cytosol],PGM2L1 [cytosol]]"
Formation of xylulose-5-phosphate,AKR1A1 reduces D-glucuronate to L-gulonate,R-HSA-5661256,"[H+ [cytosol],D-glucuronate [cytosol],NADPH [cytosol]]","[NADP+ [cytosol],L-gulonate [cytosol]]",[AKR1A1 [cytosol]]
Urea cycle,ornithine (cytosolic) + citrulline (mitochondrial) => ornithine (mitochondrial) + citrulline (cytosolic),R-HSA-70634,"[L-Cit [mitochondrial matrix],L-Orn [cytosol]]","[L-Orn [mitochondrial matrix],L-Cit [cytosol]]","[Mitochondrial ornithine transporters [mitochondrial inner membrane],SLC25A2 [mitochondrial inner membrane],SLC25A15 [mitochondrial inner membrane]]"
Cholesterol biosynthesis,Addition of isopentenyl pyrophosphate to DMAPP,R-HSA-191322,"[DMAPP [cytosol],IPPP [cytosol]]","[PPi [cytosol],GPP [cytosol]]","[FDPS,GGPS1 [cytosol],2(FDPS:3Mg2+) [cytosol],FDPS:3Mg2+ [cytosol],FDPS [cytosol],Mg2+ [cytosol],6(GGPS1:3Mg2+) [cytosol],GGPS1:3Mg2+ [cytosol],GGPS1 [cytosol]]"
Synthesis of PIPs at the late endosome membrane,PI is phosphorylated to PI5P by PIKFYVE at the late endosome membrane,R-HSA-1675866,"[ATP [cytosol],PI [late endosome membrane]]","[PI5P [late endosome membrane],ADP [cytosol]]","[PIKFYVE:VAC14:FIG4 [late endosome membrane],VAC14 [late endosome membrane],PIKFYVE [late endosome membrane],FIG4 [late endosome membrane]]"
eNOS activation,depalmitoylated eNOS translocates from plasma membrane,R-HSA-202132,[myristoylated eNOS dimer [cytosol]],[myristoylated eNOS dimer [Golgi membrane]],[]
Retinoid metabolism and transport,atRAL binds to RBP2,R-HSA-2399913,"[RBP2 [cytosol],atRAL [cytosol]]",[RBP2:atRAL [cytosol]],[]
Synthesis of Hepoxilins (HX) and Trioxilins (TrX),Arachidonic acid is converted to HXA3/B3 by ALOX12,R-HSA-2161794,"[O2 [cytosol],AA [cytosol]]",[HXA3/B3 [cytosol]],"[ALOX12:Fe2+ [cytosol],ALOX12 [cytosol],Fe2+ [cytosol]]"
Synthesis of PC,AcCho is hydrolyzed to Cho and acetate by ACHE,R-HSA-372519,"[H2O [extracellular region],AcCho [extracellular region]]","[acetate [extracellular region],Cho [extracellular region]]","[Cholinesterase [plasma membrane],BCHE [plasma membrane],ACHE [plasma membrane],ACHE:ACHEIs [plasma membrane],ACHEIs [extracellular region],donepezil [extracellular region],tacrine [extracellular region],physostigmine [extracellular region],pralidoxime [extracellular region],galanthamine [extracellular region],rivastigmine [extracellular region],edrophonium [extracellular region],neostigmine [extracellular region],echothiophate [extracellular region],pyridostigmine [extracellular region]]"
Acetylcholine regulates insulin secretion,"Protein kinase C, alpha type phosphorylates MARCKS",R-HSA-399978,"[ATP [cytosol],MARCKS [plasma membrane]]","[ADP [cytosol],p-4S-MARCKS [plasma membrane]]","[Protein Kinase C, alpha type: DAG [plasma membrane],PRKCA [cytosol],DAG [plasma membrane]]"
Lysine catabolism,HYKK phosphorylates 5HLYS,R-HSA-6788611,"[5HLYS [mitochondrial matrix],GTP [mitochondrial matrix]]","[5PHL [mitochondrial matrix],GDP [mitochondrial matrix]]",[HYKK [mitochondrial matrix]]
Synthesis of very long-chain fatty acyl-CoAs,PTPLs dehydrate VLC3HA-CoA to VLCTDA-CoA,R-HSA-5676637,[VLC3HA-CoA [cytosol]],"[H2O [cytosol],2,3-TE-CoA [cytosol]]","[PTPLs [endoplasmic reticulum membrane],PTPLAD2 [endoplasmic reticulum membrane],PTPLAD1 [endoplasmic reticulum membrane],PTPLA [endoplasmic reticulum membrane],PTPLB [endoplasmic reticulum membrane]]"
Glycolysis,3-Phospho-D-glycerate <=> 2-Phospho-D-glycerate,R-HSA-71654,[3PG [cytosol]],[2PG [cytosol]],"[PGAM dimers [cytosol],phosphoglycerate mutase 1 dimer [cytosol],PGAM1 [cytosol],phosphoglycerate mutase 2 dimer [cytosol],PGAM2 [cytosol]]"
PIPs transport between late endosome and Golgi membranes,"PI(3,5)P2 transports from the late endosome membrane to the Golgi membrane",R-HSA-1676161,"[PI(3,5)P2 [late endosome membrane]]","[PI(3,5)P2 [Golgi membrane]]",[]
"Cobalamin (Cbl, vitamin B12) transport and metabolism",ABCC1 transports cytosolic Cbl to extracellular region,R-HSA-3095901,"[H2O [cytosol],Cbl [cytosol],ATP [cytosol]]","[Pi [cytosol],ADP [cytosol],Cbl [extracellular region]]",[ABCC1 [plasma membrane]]
Glycogen synthesis,UTP + D-glucose 1-phosphate <=> pyrophosphate + UDP-glucose,R-HSA-70286,"[G1P [cytosol],UTP [cytosol]]","[PPi [cytosol],UDP-Glc [cytosol]]","[8xUGP2 [cytosol],UGP2 [cytosol]]"
Glutathione synthesis and recycling,GSS:Mg2+ dimer synthesizes GSH,R-HSA-174394,"[gGluCys [cytosol],ATP [cytosol],Gly [cytosol]]","[Pi [cytosol],ADP [cytosol],GSH [cytosol]]","[GSS:Mg2+ dimer [cytosol],Mg2+ [cytosol],GSS [cytosol],GSH [cytosol]]"
Pregnenolone biosynthesis,TSPO:BZRAP1 transports CHOL from outer mitochondrial membrane to inner mitochondrial membrane,R-HSA-8951850,[CHOL [mitochondrial outer membrane]],[CHOL [mitochondrial inner membrane]],"[TSPO:BZRAP1 [mitochondrial outer membrane],TSPO [mitochondrial outer membrane],BZRAP1 [cytosol]]"
Synthesis of PA,1-acyl LPA is acylated to PA by AGPAT (LPAAT),R-HSA-75885,"[1-acyl LPA [cytosol],acyl-CoA [cytosol]]","[PA [endoplasmic reticulum membrane],CoA-SH [cytosol]]","[AGPAT [endoplasmic reticulum membrane],AGPAT4 [endoplasmic reticulum membrane],LPCAT1 [endoplasmic reticulum membrane],AGPAT5 [endoplasmic reticulum membrane],AGPAT6 [endoplasmic reticulum membrane],LPCAT4 [endoplasmic reticulum membrane],LCLAT1 [endoplasmic reticulum membrane],AGPAT1 [endoplasmic reticulum membrane],AGPAT2 [endoplasmic reticulum membrane],AGPAT9 [endoplasmic reticulum membrane],AGPAT3 [endoplasmic reticulum membrane]]"
Aryl hydrocarbon receptor signalling,AHR:TCDD:2xHSP90AB1:AIP:PTGES3 translocates from cytosol to nucleoplasm,R-HSA-8937169,[AHR:TCDD:2xHSP90AB1:AIP:PTGES3 [cytosol]],[AHR:TCDD:2xHSP90AB1:AIP:PTGES3 [nucleoplasm]],[]
Activation of gene expression by SREBF (SREBP),Expression of Lanosterol Demethylase (CYP51A1),R-HSA-1655847,[CYP51A1 gene [nucleoplasm]],[CYP51A1 [endoplasmic reticulum membrane]],"[SREBP1A,2:NF-Y:SP1:CYP51A1 gene [nucleoplasm],SREBP1A,2 dimer [nucleoplasm],SREBF1A,2 [nucleoplasm],SREBF1-1(1-490) [nucleoplasm],SREBF2(1-484) [nucleoplasm],NF-Y [nucleoplasm],NFYA [nucleoplasm],NFYB [nucleoplasm],NFYC [nucleoplasm],SP1 [nucleoplasm],CYP51A1 gene [nucleoplasm]]"
Retinoid metabolism and transport,BCO2:Fe2+ cleaves betaC to APO10al and bION,R-HSA-5164399,"[O2 [mitochondrial matrix],betaC [mitochondrial matrix]]","[bION [mitochondrial matrix],APO10al [mitochondrial matrix]]","[BCO2:Fe2+ [mitochondrial matrix],Fe2+ [mitochondrial matrix],BCO2 [mitochondrial matrix]]"
Alanine metabolism,PXLP-K341-GPT2 transaminates L-Ala to form PYR,R-HSA-507775,"[2OG [mitochondrial matrix],L-Ala [mitochondrial matrix]]","[PYR [mitochondrial matrix],L-Glu [mitochondrial matrix]]","[PXLP-K341-GPT2 dimer [mitochondrial matrix],PXLP-K341-GPT2-1 [mitochondrial matrix]]"
Thyroxine biosynthesis,Two DITs combine to form thyroxine,R-HSA-209840,[DIT [extracellular region]],"[T4 [extracellular region],L-Ala [extracellular region]]","[TPO [plasma membrane],Thyrotropin [extracellular region],CGA [extracellular region],TSHB [extracellular region]]"
Beta-oxidation of very long chain fatty acids,"hexacosanoyl-CoA + O2 => trans-2,3-dehydrohexacosanoyl-CoA + H2O2",R-HSA-390256,"[O2 [peroxisomal matrix],C26:0 CoA [peroxisomal matrix]]","[trans-2,3-dehydrohexacosanoyl-CoA [peroxisomal matrix],H2O2 [peroxisomal matrix]]","[ACOX1 dimer [peroxisomal matrix],ACOX1:FAD complex [peroxisomal matrix],ACOX1-2 [peroxisomal matrix],FAD [peroxisomal matrix]]"
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,(S)-Hydroxydecanoyl-CoA+NAD<=>3-Oxodecanoyl-CoA+NADH+H,R-HSA-77342,"[(S)-Hydroxydecanoyl-CoA [mitochondrial matrix],NAD+ [mitochondrial matrix]]","[3-Oxodecanoyl-CoA [mitochondrial matrix],H+ [mitochondrial matrix],NADH [mitochondrial matrix]]","[HADH dimer [mitochondrial matrix],HADH [mitochondrial matrix]]"
Cytosolic sulfonation of small molecules,"Adenosine 3',5'-bisphosphate (PAP) + H2O => AMP + orthophosphate",R-HSA-176606,"[H2O [cytosol],PAP [cytosol]]","[Pi [cytosol],AMP [cytosol]]",[BPNT1 [cytosol]]
Glycolysis,PGP:Mg2+ dimer hydrolyses 3PG to glycerol,R-HSA-8955794,"[H2O [cytosol],3PG [cytosol]]","[Pi [cytosol],Glycerol [cytosol]]","[PGP:Mg2+ dimer [cytosol],PGP:Mg2+ [cytosol],PGP [cytosol],Mg2+ [cytosol]]"
Dermatan sulfate biosynthesis,DSPGs are secreted,R-HSA-2022065,[DSPGs [Golgi lumen]],[DSPGs [extracellular region]],[]
Lewis blood group biosynthesis,"ST3GAL3,4,6 transfer Neu5Ac to Type 2 chain to form Type 2 MSGG",R-HSA-9605600,"[CMP-Neu5Ac [Golgi lumen],Type 2 chain [Golgi lumen]]","[CMP [Golgi lumen],Type 2 MSGG [Golgi lumen]]","[ST3GAL3,4,6 [Golgi membrane],ST3GAL4 [Golgi membrane],ST3GAL6 [Golgi membrane],ST3GAL3 [Golgi membrane]]"
Glyoxylate metabolism and glycine degradation,PRODH2:FAD dimer dehydrogenates HPRO to 1-pyrroline-3-hydroxy-5-carboxylate,R-HSA-6784224,[HPRO [mitochondrial matrix]],[1-pyrroline-3-hydroxy-5-carboxylate [mitochondrial matrix]],"[PRODH2 dimer [mitochondrial inner membrane],PRODH2:FAD [mitochondrial inner membrane],PRODH2 [mitochondrial inner membrane],FAD [mitochondrial inner membrane]]"
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,"4-cholesten-7alpha, 12alpha-diol-3-one is reduced to 5beta-cholesten-7alpha, 12alpha-diol-3-one",R-HSA-192067,"[H+ [cytosol],NADPH [cytosol],4CHOL7a,12aDONE [endoplasmic reticulum membrane]]","[NADP+ [cytosol],5beta-cholesten-7alpha, 12alpha-diol-3-one [cytosol]]",[AKR1D1 [cytosol]]
Wax biosynthesis,"AWAT2 transfers PALM from PALM-CoA to HXOL, forming palmityl palmitate ester",R-HSA-8848582,"[HXOL [cytosol],PALM-CoA [cytosol]]","[PALM-PALM [cytosol],CoA-SH [cytosol]]",[AWAT2 [endoplasmic reticulum membrane]]
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,MAOB:FAD oxidatively deaminates TYR,R-HSA-141202,"[H2O [cytosol],TYR [cytosol],O2 [cytosol]]","[HPHAC [cytosol],NH3 [cytosol],H2O2 [cytosol]]","[MAOB:FAD [mitochondrial outer membrane],MAOB [mitochondrial outer membrane],FAD [mitochondrial outer membrane]]"
Interconversion of nucleotide di- and triphosphates,NUDT13 hydrolyses AP6A to AP4 and ADP,R-HSA-6810472,"[AP6A [mitochondrial matrix],H2O [mitochondrial matrix]]","[ADP [mitochondrial matrix],AP4 [mitochondrial matrix]]",[NUDT13 [mitochondrial matrix]]
Lysosomal oligosaccharide catabolism,MAN2B2 hydrolyses GlcNAc (Man)3 to GlcNAc:Man,R-HSA-6799581,"[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc [lysosomal lumen],H2O [lysosomal lumen]]","[Man [lysosomal lumen],GlcNAc:Man [lysosomal lumen]]","[MAN2B2:Zn2+ [lysosomal lumen],MAN2B2 [lysosomal lumen],Zn2+ [lysosomal lumen]]"
PKA-mediated phosphorylation of key metabolic factors,Phosphorylation of pChREBP (Thr 666) at Ser(196) by PKA,R-HSA-163676,"[p-T666-MLXIPL [cytosol],ATP [cytosol]]","[p-S196,T666-MLXIPL [cytosol],ADP [cytosol]]","[PKA catalytic subunit [cytosol],PRKACA [cytosol],PRKACB [cytosol],PRKACG [cytosol]]"
Synthesis of pyrophosphates in the cytosol,"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/3 in the cytosol",R-HSA-1855194,"[ATP [cytosol],1-PP-IP5 [cytosol]]","[1,5-(PP)2-IP4 [cytosol],ADP [cytosol]]","[IP6K1/3 [cytosol],IP6K1 [cytosol],IP6K3 [cytosol]]"
Purine salvage,guanine or hypoxanthine + PRPP => GMP or IMP + PPi (HPRT1),R-HSA-74215,"[PRPP [cytosol],Gua, Hyp [cytosol]]","[PPi [cytosol],GMP, IMP [cytosol]]","[HGPRT tetramer [cytosol],Mg2+ [cytosol],HPRT1 [cytosol]]"
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,"CYP8B1 12-hydroxylates 4CHOL7a,24(S)DIOL",R-HSA-193709,"[4CHOL7a,24(S)DONE [endoplasmic reticulum membrane],H+ [cytosol],O2 [cytosol],NADPH [cytosol]]","[H2O [cytosol],NADP+ [cytosol],4CHOL7a,12a,24(S)TONE [endoplasmic reticulum membrane]]","[Cytochrome P450 (CYP8B1 based) [endoplasmic reticulum membrane],PTGIS [endoplasmic reticulum membrane],CYP8B1 [endoplasmic reticulum membrane]]"
Glycosphingolipid metabolism,Neu5Ac is cleaved from GM3 by NEU1 and 4 to form a globoside (lysosomal lumen),R-HSA-1605724,"[H2O [lysosomal lumen],GM3 [lysosomal lumen]]","[LacCer [lysosomal lumen],Neu5Ac [lysosomal lumen]]","[NEU1,4 [lysosomal lumen],NEU1:GLB1:CTSA dimer [lysosomal lumen],NEU1 [lysosomal lumen],CTSA dimer [lysosomal lumen],CTSA(327-480) [lysosomal lumen],CTSA(29-326) [lysosomal lumen],GLB1 [lysosomal lumen],NEU4-2 [lysosomal lumen]]"
Acyl chain remodelling of PE,ABHD4 hydrolyses NAPE,R-HSA-5694583,"[NAPE [endoplasmic reticulum membrane],H2O [cytosol]]","[GPAEA [endoplasmic reticulum membrane],acyl group [endoplasmic reticulum membrane]]",[ABHD4 [endoplasmic reticulum membrane]]
