TopLevelPathwayName,FirstLevelPathwayName,SecondLevelPathwayName,ReactionName,ReactionID
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Active PLCG1 hydrolyses PIP2,R-HSA-167686
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Release of PLCG from FCGR,R-HSA-2029272
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,PI3K binds to p-6Y-SYK,R-HSA-2029273
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Recruitment of PLCgamma to membrane,R-HSA-2029270
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,PI3K phosphorylates PIP2 to PIP3,R-HSA-2029271
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,DAG stimulates protein kinase C-delta,R-HSA-198314
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Phosphorylation and activation of PLCG,R-HSA-2029268
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Production of AA by iPLA2 upon FCGR activation,R-HSA-2029475
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Branching and elongation of mother and daughter filaments,R-HSA-2029473
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Activation of WASP and N-WASP by CDC42,R-HSA-442586
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Dimerization of LIMK1 by Hsp90,R-HSA-419645
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Detachment of WASP/WAVE,R-HSA-2197690
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,An unknown GEF exchanges GTP for GDP on CDC42:GDP,R-HSA-2029445
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Role of myosins in phagosome formation,R-HSA-2029476
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Transphosphorylation of pLIMK1,R-HSA-419644
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,"WIP binds WASP,N-WASP, activating them",R-HSA-2197691
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Activation of RAC1 by VAV,R-HSA-2029451
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Phosphorylation of VAV,R-HSA-2029453
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,ABL phosphorylates WAVEs,R-HSA-2130194
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Autophosphorylation of PAK1,R-HSA-2029454
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,RAC1 and CDC42 activate PAK1,R-HSA-2029456
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Recruitment of VAV1 to p-6Y-SYK,R-HSA-2029458
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,PAK1 phosphorylates LIMK1,R-HSA-2029460
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Phosphorylation of cofilin by LIMK-1,R-HSA-399950
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Extension of pseudopodia by myosin-X in a PI3K dependent manner,R-HSA-1861595
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,RAC1:GTP and PIP3 bind WAVE Regulatory Complex (WRC),R-HSA-2029465
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,WASPs or WAVEs activate the ARP2/3 complex,R-HSA-442592
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Activation of RAC1 by CRKII:DOCK180:ELMO,R-HSA-2029467
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,"(WASPs, WAVE):G-actin:ARP2/3 binds F-actin",R-HSA-2029466
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,"Src phosphorylate WASP,N-WASP",R-HSA-2197698
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,p-ERK phosphorylates WAVEs and ABI,R-HSA-2029469
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Recruitment of CRKII:DOCK180:ELMO complex to FCGR,R-HSA-2197697
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Cross-linking of FCGRIA with IgG-coated Ag,R-HSA-2029455
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Recruitment of SYK to phosphorylated ITAMs,R-HSA-2029452
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Phosphorylation of SYK by Src kinases,R-HSA-2029449
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Cross-linking of FCGRIIA with IgG-coated Ag,R-HSA-1861621
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Sequestering and phosphorylation Fc gamma receptors in the lipid rafts,R-HSA-2029459
Immune System,Innate Immune System,Fcgamma receptor (FCGR) dependent phagocytosis,Cross-linking of FCGRIIIA with IgG-coated Ag,R-HSA-2029457
Immune System,Innate Immune System,Antimicrobial peptides,NRAMP1 transports divalent metal ions across phagosomal membranes of macrophages,R-HSA-435171
Immune System,Innate Immune System,Antimicrobial peptides,ATP7A transports cytosolic Cu2+ to phagosomal lumen,R-HSA-6803545
Immune System,Innate Immune System,Antimicrobial peptides,GNLY binds the bacterial cell surface in the phagosome,R-HSA-6807578
Immune System,Innate Immune System,Antimicrobial peptides,"ELANE, CTSG or PRTN3 binds bacteria",R-HSA-6813659
Immune System,Innate Immune System,Antimicrobial peptides,"HTN5, (HTN1, HTN3) binds fungal SSA1/SSA2",R-HSA-6807581
Immune System,Innate Immune System,Antimicrobial peptides,LYZ hydrolyzes peptidoglycans in the bacterial cell wall,R-HSA-8862320
Immune System,Innate Immune System,Antimicrobial peptides,"REG3A,REG3G binds bacterial peptidoglycan",R-HSA-6801808
Immune System,Innate Immune System,Antimicrobial peptides,PGLYRP1 binds bacterial peptidoglycan,R-HSA-6789072
Immune System,Innate Immune System,Antimicrobial peptides,PLA2G2A binds bacterial phospholipids,R-HSA-8862771
Immune System,Innate Immune System,Antimicrobial peptides,EPPIN protein complex binds bacteria,R-HSA-6810643
Immune System,Innate Immune System,Antimicrobial peptides,RNASEs bind bacterial phospholipids,R-HSA-8948027
Immune System,Innate Immune System,Antimicrobial peptides,"PGLYRP3,4 binds bacterial peptidoglycan",R-HSA-6799959
Immune System,Innate Immune System,Antimicrobial peptides,PRTN3 cleaves CAMP(31-170) to generate CAMP(134-170),R-HSA-6801687
Immune System,Innate Immune System,Antimicrobial peptides,GNLY binds the bacterial cell surface,R-HSA-6806732
Immune System,Innate Immune System,Antimicrobial peptides,GNLY is transferred to the phagosome,R-HSA-6807565
Immune System,Innate Immune System,Antimicrobial peptides,LEAP2 binds bacteria,R-HSA-6813626
Immune System,Innate Immune System,Antimicrobial peptides,LYZ binds bacterial peptidoglycan,R-HSA-8862300
Immune System,Innate Immune System,Antimicrobial peptides,REG3A binds bacterial phospholipids,R-HSA-6801776
Immune System,Innate Immune System,Antimicrobial peptides,BPIF binds bacteria,R-HSA-6809521
Immune System,Innate Immune System,Antimicrobial peptides,DCD(63-110) is processed to DCD(63-109),R-HSA-6803060
Immune System,Innate Immune System,Antimicrobial peptides,"LCN2:2,5DHBA binds Fe3+",R-HSA-5229273
Immune System,Innate Immune System,Antimicrobial peptides,S100A8:S100A9 binds Mn2+,R-HSA-6798528
Immune System,Innate Immune System,Antimicrobial peptides,Lactoferrin scavenges iron ions,R-HSA-1222491
Immune System,Innate Immune System,Antimicrobial peptides,S100A8:S100A9 binds Zn2+,R-HSA-6798474
Immune System,Innate Immune System,Antimicrobial peptides,S100A7 or S100A7A binds Zn2+,R-HSA-6798489
Immune System,Innate Immune System,Antimicrobial peptides,CHGA-derived peptide binds the bacterial cell surface,R-HSA-6808566
Immune System,Innate Immune System,Antimicrobial peptides,"RNASEs bind bacterial LPS, PGN",R-HSA-6803063
Immune System,Innate Immune System,Antimicrobial peptides,DCD is processed into DCD(63-110),R-HSA-6802999
Immune System,Innate Immune System,Antimicrobial peptides,"HTN1,HTN3 or HTN5 binds the bacterial anionic surface ",R-HSA-6807144
Immune System,Innate Immune System,Antimicrobial peptides,Cathelicidin LL-37 binds to bacterial cell wall,R-HSA-1222685
Immune System,Innate Immune System,Antimicrobial peptides,PGLYRP2 hydrolyzes bacterial peptidoglycan,R-HSA-6799977
Immune System,Innate Immune System,Antimicrobial peptides,PGLYRP2 binds bacterial peptidoglycan,R-HSA-6799981
Immune System,Innate Immune System,Antimicrobial peptides,INTL1 binds bacterial glycans,R-HSA-6804527
Immune System,Innate Immune System,Antimicrobial peptides,DCD forms oligomeric complex,R-HSA-6803104
Immune System,Innate Immune System,Antimicrobial peptides,BPI binds LPS on the bacterial surface,R-HSA-6807585
Immune System,Innate Immune System,Antimicrobial peptides,REG3A oligomerize to form a pore complex,R-HSA-6801762
Immune System,Innate Immune System,Antimicrobial peptides,PI3 binds the bacterial surface,R-HSA-6810724
Immune System,Innate Immune System,Antimicrobial peptides,Pro-HNP1-4 are cleaved to biologically active defensin,R-HSA-1462039
Immune System,Innate Immune System,Antimicrobial peptides,pro-defensin alpha 5 is secreted,R-HSA-1462005
Immune System,Innate Immune System,Antimicrobial peptides,HNP1-3 bind CD4,R-HSA-1471314
Immune System,Innate Immune System,Antimicrobial peptides,HNP1-4 are stored in primary neutrophil granules,R-HSA-1462003
Immune System,Innate Immune System,Antimicrobial peptides,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,R-HSA-1461971
Immune System,Innate Immune System,Antimicrobial peptides,Alpha-defensins form biologically active dimers,R-HSA-1462014
Immune System,Innate Immune System,Antimicrobial peptides,Alpha-defensin dimers multimerize to form a pore complex,R-HSA-1461982
Immune System,Innate Immune System,Antimicrobial peptides,HNP1-3 bind gp120,R-HSA-1471354
Immune System,Innate Immune System,Antimicrobial peptides,pro-defensin alpha 5 is stored in Paneth cell granules,R-HSA-1461995
Immune System,Innate Immune System,Antimicrobial peptides,HNP1-4 are released into phagocytic vacuoles,R-HSA-1462041
Immune System,Innate Immune System,Antimicrobial peptides,pro-HD5 is cleaved by trypsin,R-HSA-1461993
Immune System,Innate Immune System,Antimicrobial peptides,ADP-Ribosylation of HNP-1,R-HSA-1972385
Immune System,Innate Immune System,Antimicrobial peptides,Pre-pro-defensins are cleaved to remove the signal peptide,R-HSA-1462023
Immune System,Innate Immune System,Antimicrobial peptides,Beta-defensins bind microbial membranes causing disruption,R-HSA-1467269
Immune System,Innate Immune System,Antimicrobial peptides,Beta defensin 103 activates TLR1:TLR2,R-HSA-1974676
Immune System,Innate Immune System,Antimicrobial peptides,Beta-defensins are secreted,R-HSA-1471322
Immune System,Innate Immune System,Antimicrobial peptides,"Beta-defensins 1, 4A and 103 bind CCR6",R-HSA-1471338
Immune System,Innate Immune System,Antimicrobial peptides,Beta-defensins 4A and 103 bind CCR2,R-HSA-1973968
Immune System,Innate Immune System,Antimicrobial peptides,Binding of defensins to lipid II,R-HSA-1467209
Immune System,Innate Immune System,Antimicrobial peptides,"Trypsin cleaves REG3A or REG3G to generate REG3A,G(38-175)",R-HSA-6801766
Immune System,Innate Immune System,Antimicrobial peptides,DCD peptide binds bacterial membrane phospholipids,R-HSA-6803047
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Nitrite ion and HNO2 form a conjugated acid-base pair,R-HSA-6803998
Immune System,Innate Immune System,ROS and RNS production in phagocytes,HNO2 produces N2O3,R-HSA-6803999
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Peroxynitrite and carbon dioxide react to nitrosoperoxycarbonate,R-HSA-8942075
Immune System,Innate Immune System,ROS and RNS production in phagocytes,N2O3 enters bacteria,R-HSA-6803988
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hydrogen peroxide enters the bacterium,R-HSA-6789077
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Nitric oxide and O2 react to NO2,R-HSA-6803989
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Peroxynitrite enters the bacterium,R-HSA-1470073
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Membrane-bound myeloperoxidase (MPO) produces hypochlorous acid (HOCl),R-HSA-6789031
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Myeloperoxidase (MPO) produces hypochlorous acid (HOCl),R-HSA-6789126
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hypochlorous acid (HOCL) reacts with Lys residue to form Lys-monochloramine,R-HSA-9625904
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hypochlorous acid (HOCl) reacts with unsaturated lipid to form lipid chlorohydrins,R-HSA-6789218
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Lactoperoxidase (LPO) produces OSCN-,R-HSA-8855490
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Chloride ion and N-acyl group react to chloramide,R-HSA-6789185
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hypochlorous acid and nitrite react to nitryl chloride (NO2Cl),R-HSA-6788974
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Myeloperoxidase (MPO) catalyzes oxidation of nitrite to nitrogen dioxide,R-HSA-8933635
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hypochlorous acid (HOCL) reacts with Lys-monochloramine,R-HSA-9625913
Immune System,Innate Immune System,ROS and RNS production in phagocytes,OSCN- reacts with Cys residues,R-HSA-8941411
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Cys-sulfenyl chloride is converted to Cys-sulfenic acid,R-HSA-9625540
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Myeloperoxidase (MPO) binds to the bacterial cell surface,R-HSA-6789136
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hypochlorous acid (HOCL) oxidizes Cys residues to form Cys-sulfenyl chloride,R-HSA-9625548
Immune System,Innate Immune System,ROS and RNS production in phagocytes,HOCl-induced glycosaminoglycan fragmentation,R-HSA-6789208
Immune System,Innate Immune System,ROS and RNS production in phagocytes,S-nitrosylation of cysteine residues in proteins by N2O3,R-HSA-6803978
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Superoxide and nitric oxide react to peroxynitrite in the phagosome,R-HSA-8942052
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Intraphagosomal pH is lowered to 5 by V-ATPase,R-HSA-1222516
Immune System,Innate Immune System,ROS and RNS production in phagocytes,NRAMP1 transports divalent metal ions across phagosomal membranes of macrophages,R-HSA-435171
Immune System,Innate Immune System,ROS and RNS production in phagocytes,N2O3 diffuses to phagosome,R-HSA-6804035
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Glutathione scavenges nitrosyl,R-HSA-1222384
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Nitric oxide oxidizes to nitrosyl ion,R-HSA-1222512
Immune System,Innate Immune System,ROS and RNS production in phagocytes,HV1-mediated H+ transfer,R-HSA-6788999
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hydroxyl radical reacts with the base and sugar moiety of DNA,R-HSA-6789114
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Peroxynitrite oxidizes Cys residues,R-HSA-8948180
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Peroxynitrite oxidizes Peptide-Methionine residues,R-HSA-1222411
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hydroxyl-initiated lipid peroxidation,R-HSA-6789042
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Superoxide and nitric oxide react to peroxynitrite,R-HSA-1222407
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Hydroperoxyl enters the bacterium,R-HSA-1222342
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Nitric oxide enters the bacterium,R-HSA-1222662
Immune System,Innate Immune System,ROS and RNS production in phagocytes,H2O2 oxidizes Cys residues to form Cys-sulfenic acid,R-HSA-9626753
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Superoxide anion reacts with Fe-S cluster,R-HSA-6789109
Immune System,Innate Immune System,ROS and RNS production in phagocytes,"Hydrogen peroxide and Fe2+ react to hydroxyl, hydroxide and Fe3+",R-HSA-6789160
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Nitric oxide diffuses into the phagosome,R-HSA-1222686
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Superoxide anion dismutates to H2O2,R-HSA-6788975
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Protonation of superoxide,R-HSA-1222353
Immune System,Innate Immune System,ROS and RNS production in phagocytes,NOX2 generates superoxide anion from oxygen,R-HSA-6789092
Immune System,Innate Immune System,ROS and RNS production in phagocytes,Nitric Oxide Synthase (NOS) produces Nitric Oxide (NO),R-HSA-418436
