First_Reaction,Second_Reaction,Second_Reaction_Author,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,Cyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G",R-HSA-112431,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G",R-HSA-54257,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G",R-HSA-8932787,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G",R-HSA-8932788,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G",R-HSA-8932789,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G",R-HSA-8932790,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","Gopinathrao, G",R-HSA-8932918,EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814549"",""Pre-snRNA transcript initiation, Integrator binding, LEC binding"")","May, B",R-HSA-112420,Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810234"",""General transcription factors bind SNAPc:POU2F1:ZNF143:snRNA gene"")","May, B",R-HSA-109631,Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810234"",""General transcription factors bind SNAPc:POU2F1:ZNF143:snRNA gene"")","May, B",R-HSA-112431,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805061"",""CK2 binds FACT"")","Orlic-Milacic, M",R-HSA-112417,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113430"",""Extrusion of 5'-end of 30 nt long transcript through the pore in Pol II complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77071"",""Phosphorylation (Ser5) of RNA pol II CTD"")","Buratowski, S",R-HSA-157171,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-ALL-112475,OtherEntity,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP",R-HSA-112479,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","Geiduschek, EP",R-ALL-112475,OtherEntity,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-ALL-111987,OtherEntity,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP",R-ALL-111987,OtherEntity,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP",R-HSA-112479,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-ALL-112475,OtherEntity,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","Geiduschek, EP",R-ALL-112475,OtherEntity,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","Geiduschek, EP",R-HSA-113453,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-ALL-111987,OtherEntity,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP",R-ALL-111987,OtherEntity,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83805"",""Recruitment of RNA Polymerase III to the TFIIIB:TFIIIC: Type 2 Promoter Complex"")",,R-HSA-83716,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83803"",""Recruitment of RNA Polymerase III to TFIIIB:SNAPc:Type 3 Promoter Complex"")","Hernandez, N",R-HSA-83716,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-76056"",""Recruitment of  RNA polymerase III to TFIIIB:TFIIIC:TFIIIA:Type 1 Promoter Complex"")","Hernandez, N",R-HSA-83716,Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")","Geiduschek, EP",R-HSA-112479,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP",R-ALL-113704,OtherEntity,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")","Geiduschek, EP",R-HSA-112479,Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1484099"",""MYC trancscription is negatively regulated by SMAD2/3:SMAD4:RBL1:E2F4/5:DP1/2 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865265"",""TFAP2C homodimer binds MYC and KDM5B"")","Orlic-Milacic, M",R-HSA-188379,EntityWithAccessionedSequence,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163310"",""TFAM binds to mitochondrial promoters"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163296"",""Association of TFAM:mt promoter complex with POLRMT:TFB2M"")",,R-HSA-163298,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165179"",""Formation of TSC1:TSC2 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380927"",""p-AMPK phosphorylates TSC1:TSC2"")","Wu, J",R-HSA-165175,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170847"",""Phosphorylated SMAD2 and SMAD3 form a complex with SMAD4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2031355"",""WWTR1 binds SMAD2/3:SMAD4 heterotrimer"")","Orlic-Milacic, M",R-HSA-171175,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170847"",""Phosphorylated SMAD2 and SMAD3 form a complex with SMAD4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173488"",""The SMAD2/3:SMAD4 complex transfers to the nucleus"")","Heldin, CH",R-HSA-171175,Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173481"",""SKI/SKIL binds SMAD complex, suppressing TGF-beta signaling"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186741"",""SMAD2/3 activation induces binding of RNF111/SMURF2 to SKI/SKIL"")","Orlic-Milacic, M",R-HSA-177110,Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173488"",""The SMAD2/3:SMAD4 complex transfers to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9617996"",""FOXO1,FOXO3,FOXO4 bind p-2S-SMAD2/3:SMAD4"")","Orlic-Milacic, M",R-HSA-173511,Complex,Input,False,OR,0,True
